sample,size_factor
repBC34_Pl1,1.5391555610102257
repBC35_Pl1,0.7182357650324652
repBC36_Pl1,1.2605886276953957
repBC40_Pl1,1.099184095540127
repBC41_Pl1,1.1327870156709774
repBC42_Pl1,0.6350112115079249
