baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,genus
2273.4568187156306,0.5221715110762457,0.09137527863648463,5.714581874530682,1.0997409078260442e-8,1.2756994530782112e-6,Faecalibacterium
13.995464083827676,-7.1766058963354205,1.4702300947614317,-4.881280774966002,1.0539904893065316e-6,4.075429891985255e-5,Butyricimonas
11.79440938197211,7.103815278053007,1.4498431010687056,4.899713129521847,9.597668687891698e-7,4.075429891985255e-5,Faecalitalea
263.2720459081662,-0.9050034579047305,0.20993004104874843,-4.310976425210993,1.625352352341218e-5,4.7135218217895326e-4,Alistipes
6.495241789997927,-6.0585246457574256,1.5735100578730603,-3.8503247026884813,1.1796133377840371e-4,0.0027367029436589662,Enterorhabdus
1463.3428241986805,0.3502482255978978,0.1009694305341052,3.468854124908547,5.226831738709326e-4,0.010105208028171364,Mediterraneibacter
121.96745492802347,-0.6827261636712165,0.2109005770589851,-3.2371943841588933,0.0012071115741697383,0.020003563229098523,Adlercreutzia
1335.8920333595404,-1.0115481709140208,0.35055631479080207,-2.885551131827912,0.003907289860498548,0.056655702977228946,Collinsella
1220.7941604479793,0.25439786236503964,0.08946040355105127,2.843692318242959,0.004459408788553311,0.05747682438579823,Anaerostipes
1340.3263619525494,0.4211209419660035,0.1588859445708546,2.6504606376821847,0.008038209324813583,0.08924423631390592,Faecalicatena
321.8730386742747,0.3881382270153113,0.147411532002861,2.633024850510191,0.008462815512525562,0.08924423631390592,Roseburia
516.8555652116075,-0.3898111044305809,0.15804908029200482,-2.4663927414850018,0.013648159683747404,0.12178357871651531,Dysosmobacter
530.0017884140768,-0.24431243821130427,0.09868723894315759,-2.475623402049222,0.013300378944760514,0.12178357871651531,Oscillibacter
322.4248911185392,0.40646620281882817,0.1722786812477761,2.359352880315104,0.018306838172438035,0.15168523057162944,Anaerobutyricum
277.60006217317397,0.500474500338618,0.23784758397198286,2.1041815602279614,0.03536261241511077,0.27347086934352327,Catenibacterium
582.4638408667857,0.5528132309885248,0.27090194197084594,2.0406396017936914,0.0412866628279174,0.2993283055024012,Faecalimonas
318.48676326207294,0.4296097233051194,0.21411906564300923,2.0064057444626986,0.044812975933806364,0.30578265931303167,Hungatella
290.07513810638926,0.6628425615427758,0.33875611452543514,1.9566954901208342,0.05038328044931599,0.32469225178448086,Bariatricus
48.356875230518064,-0.640389897080131,0.3342735765297794,-1.9157658338665626,0.05539490842981427,0.3382004935714977,Intestinimonas
229.72881782259515,-0.27865948591835477,0.1516194583432473,-1.8378873593355338,0.06607900514816334,0.3832582298593474,Flintibacter
30.66283294038504,0.8218628965523681,0.4654256664670179,1.7658306272428337,0.07742426855584364,0.4276769120227553,Tyzzerella
60.31826127723409,0.4385923682496029,0.27312523452274395,1.6058288023660443,0.1083115303675029,0.5663099626531448,Megamonas
41.30518725115436,-0.6168052769006818,0.3884156174507946,-1.588003286141861,0.11228559604329595,0.5663099626531448,Pseudoflavonifractor
302.3528213595243,-0.19162128545860385,0.14317368077714596,-1.3383834544064563,0.18077146964870114,0.6989830159749777,Eubacterium
