comparison,medium,time,agitation,compound,genus,log2FoldChange,stat,padj
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Paraprevotella,0.25761393498747875,0.21436872783633412,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Parasutterella,0.11082930086405011,0.6906210765419858,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Pediococcus,0.7161380240025439,1.0862259217267298,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Peptoniphilus,1.5633793351972438,0.5838782730884647,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Peptostreptococcus,0.3326460137906169,1.6752615341777168,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Phascolarctobacterium,-0.03255442357891593,-0.23831341433021963,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Phocaeicola,0.14681722533895647,0.8231826101957432,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Phocea,-0.07468360815156136,-0.378627491495464,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Pseudobutyrivibrio,-5.173086970187408,-1.3191892945676889,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Pseudoflavonifractor,-0.0755151274854878,-0.2973579556644935,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Raoultibacter,4.816825721537667,1.2279544129636333,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Robinsoniella,-0.5000859632838703,-0.7410048635111266,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Romboutsia,-0.1588323993677633,-0.779665481051395,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Roseburia,-0.09901230072275916,-0.7678471476578342,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Ruthenibacterium,0.2528561521255093,0.503847418528889,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Salmonella,-0.0317190770157665,-0.06971435467620632,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Senegalimassilia,0.33475025482582205,1.3691214898704278,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Shigella,-0.2343444996635584,-0.31665410026611046,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Slackia,0.13365584298206207,0.34319178437483044,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Sporobacter,-0.4355445664701064,-1.1978959459893233,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Streptococcus,-0.11814463652055322,-0.7074662740512485,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Subdoligranulum,-0.9927417509195968,-0.2633785151486029,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Sutterella,0.03889865546715903,0.26341224734734453,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Terrisporobacter,-0.44936539610020915,-0.867079686407928,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Tyzzerella,0.34927025671532286,0.5517373917717612,0.9851288186241598
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Anaerostipes,-0.00251410022393109,-0.03347184428933005,0.992396242986222
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Anaerotruncus,-0.01298169161237341,-0.02558770308353049,0.992396242986222
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Holdemanella,0.00259716571041778,0.01169648516153043,0.992396242986222
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Megamonas,0.01771672781430449,0.04977579899304578,0.992396242986222
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Muribaculum,0.03597554545454742,0.00953004041581273,0.992396242986222
GAM_t24_Stirred_CGA,GAM,24,Stirred,CGA,Klebsiella,-3.0701546673975355,-0.81916487135759,NA
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Paeniclostridium,-5.55168158115397,-11.3668670493131,9.171449056353444e-28
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Negativibacillus,-4.024018843643104,-6.780068819079332,9.008898825879159e-10
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Escherichia,1.465324433516806,3.963957038755413,0.00368587623525954
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Parasutterella,1.2525732817463675,3.8014210576771106,0.00539507165944615
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Bacillus,7.256948791410589,2.5328977139400557,0.3393718729532752
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Shigella,1.51030160697021,2.3813369030348537,0.43124818876132287
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Acidaminococcus,0.5745987572642581,2.2697979173952527,0.45579814204895513
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Duodenibacillus,-3.524726983930602,-2.2522063608839376,0.45579814204895513
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Slackia,1.390837156995134,2.0875214571450154,0.6140170586486572
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Butyricicoccus,-0.7912023218326871,-1.8600802255270388,0.7867659187346896
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Clostridioides,-5.852512663534715,-1.859606115279791,0.7867659187346896
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Collinsella,0.9327646014945192,1.8772722773454764,0.7867659187346896
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Adlercreutzia,0.4748790148150097,0.9864711530641818,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Agathobacter,4.1542500983070925,1.050295566469161,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Agathobaculum,-0.5896717217808409,-1.2862303918710185,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Alginatibacterium,4.329641008853301,1.096114243866208,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Alistipes,0.5873157891083886,1.3858052760367532,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Aminiphilus,6.168411873882821,1.741242231587438,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Anaerosporomusa,4.872925766366192,1.2377797189523905,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Anaerostipes,-0.3065070614532278,-1.2105978111156332,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Anaerotaenia,4.8152303329492785,1.222755242525664,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Anaerotignum,5.6887571867236515,1.6229000548194568,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Bariatricus,-0.5114276962447402,-1.2415733567207934,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Blautia,-0.35763819118706996,-1.5377796797153491,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Caldicoprobacter,5.349902058018414,1.3618011581291165,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Citrobacter,3.842885797569247,0.9688737489846572,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Corynebacterium,4.2446295542248365,1.0739107171292577,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Desulfitispora,4.692373726356289,1.190745908723048,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Dysosmobacter,-0.3433937524453152,-1.0367376471873015,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Enterobacter,2.374889996365848,1.178797699176255,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Eubacterium,0.43125272316310886,1.314458820941528,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Faecalibaculum,-3.7640763443765097,-0.9559643932726224,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Faecalicatena,-0.25469808846740144,-0.936110060305804,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Faecalimonas,-0.5752000696790842,-1.367254816650152,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Fusibacter,4.409856408884358,1.1170566763521796,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Geosporobacter,4.1542500983070925,1.050295566469161,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Harryflintia,4.2446295542248365,1.0739107171292577,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Herbinix,4.057771257536031,1.0250765282233012,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Hungatella,-0.6662517393901054,-1.2499973517702545,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Klebsiella,-4.273150163819323,-1.0877578294375971,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Lachnoclostridium,-0.6411421251890492,-1.3022711434165075,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Lacrimispora,-0.48689706917287073,-0.9704886854655564,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Massilistercora,-1.2523075256469545,-1.0051388580619718,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Mitsuokella,4.2446295542248365,1.0739107171292577,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Mogibacterium,0.46399385474329935,1.405601814109804,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Muricomes,3.721935634554655,0.9372234619399408,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Murimonas,4.1542500983070925,1.050295566469161,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Parabacteroides,0.41261686676036025,1.2112033629651462,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Paraclostridium,-3.954452954868424,-1.0052748352028889,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Peptoniphilus,-3.7640763443765097,-0.9559643932726224,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Peptostreptococcus,-1.033454337833801,-1.5496330484534584,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Phascolarctobacterium,-0.4357489949080121,-1.0153371971927114,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Phocaeicola,-0.4528767084500131,-1.3131277695132586,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Proteiniclasticum,4.409856408884358,1.1170566763521796,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Raoultibacter,-4.273150163819323,-1.0877578294375971,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Roseburia,0.3308697879402184,0.932380250672398,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Ruminiclostridium,4.485890755948004,1.1368996543978236,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Salmonella,1.042946212754094,1.4868364331054196,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Spiroplasma,4.7437219060589815,1.2041269502006264,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Subdoligranulum,2.1357261076677663,1.1568840317768916,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Syntrophococcus,4.755121408874128,1.2070970761503217,0.8634591331907059
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Eggerthella,0.4036470509196724,0.9123594063987958,0.8747892369202603
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Duncaniella,-0.5164854431994397,-0.8612380903293286,0.926445060272279
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Dialister,0.2583944141440199,0.8388143261068209,0.9411879145445662
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Acetivibrio,0.4425923326602614,0.1311773607778192,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Acutalibacter,1.47348500145325,0.48327739132320285,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Allisonella,-0.30795089535625275,-0.7444544834007867,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Amedibacillus,-0.35713080127212005,-0.09409531623246366,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Aminipila,-0.07156161467264731,-0.03752661485586914,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Anaerobutyricum,0.02494099722971794,0.07131802320311685,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Anaeromassilibacillus,0.09110950183736578,0.14822082870825146,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Anaerotruncus,0.3046045037555422,0.35810238148065143,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Anaerovorax,0.5627078769950291,0.18557705552907836,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Asaccharobacter,1.5203717846117892,0.4433757922741475,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Bacteroides,-0.09761615497788376,-0.2819465174984849,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Barnesiella,-0.7867528747851639,-0.6989134599776818,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Bifidobacterium,-0.25142761185202966,-0.21992559001317513,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Breznakia,0.15716784383305793,0.04108895538513405,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Butyricimonas,1.4777581378168183,0.7075151279603494,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Butyrivibrio,0.41656357039708986,0.1969991318874697,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Caproiciproducens,-1.2936257412584602,-0.7327648116876917,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Casaltella,-0.2577790436936966,-0.15327752700600994,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Catenibacterium,-0.1395749913166196,-0.21177243704870208,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Christensenella,-0.38012245195495714,-0.6664845890860298,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Clostridium,-0.3943637740451253,-0.6576742293740991,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Colidextribacter,-0.49149082338033384,-0.7805710019258251,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Coprococcus,-0.07305475710619712,-0.31565918313168817,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Cuneatibacter,-1.110369226315775,-0.4485452493629818,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Desulfovibrio,-0.7039008493072691,-0.5063625766723675,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Dielma,-1.242141746228576,-0.346802899260619,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Dorea,0.09643314192643308,0.3788842217805053,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Emergencia,-0.25355666417418027,-0.19740238979832567,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Enterocloster,0.09842437927791792,0.16116369393900545,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Enterococcus,-0.13269301760611504,-0.3003086699696712,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Enterorhabdus,0.661245976477773,0.6168906597981083,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Falcatimonas,0.14734628214162737,0.06257171971715758,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Flavonifractor,-0.16595276877644696,-0.4179064148775158,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Flintibacter,-0.05577733539975424,-0.16078160873422226,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Fournierella,-0.509171037616299,-0.2436660549618404,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Frisingicoccus,0.2373553893601939,0.08821600207623605,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Fusicatenibacter,-0.01269804920366054,-0.03699248064103916,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Gemmiger,-0.25430895052920577,-0.6757768785882838,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Gordonibacter,0.2212655143849924,0.3595706882695321,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Hespellia,-0.44154529674665755,-0.6424052346102297,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Holdemanella,-0.3648987725270499,-0.5921252564687722,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Hungateiclostridium,-0.590048439221692,-0.5083686224069295,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Hydrogenoanaerobacterium,-0.06386043396936222,-0.03852111063606501,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Ihubacter,-0.43320808312302,-0.38185278921149857,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Intestinibacillus,-0.6865537848832644,-0.355884325775635,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Intestinibacter,-0.4674819726809457,-0.38702600663204784,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Intestinimonas,-0.08939451968041143,-0.1368770431617591,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Laceyella,-0.5881228616879842,-0.455399396331972,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Lachnospira,-0.0651852270661892,-0.10973700246026284,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Lactobacillus,0.07972886353268227,0.04336366314605922,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Lactonifactor,-0.38306007162723954,-0.10017787549933134,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Longibaculum,0.34670336983381744,0.4784405563449616,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Massilimicrobiota,-1.6120226358440448,-0.4936044588345185,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Mediterraneibacter,-0.02851512580439845,-0.10895372361642625,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Megamonas,1.0502964719457937,0.6599222900032933,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Megasphaera,1.1967691297193652,0.6486583222427563,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Monoglobus,-0.6876637682524913,-0.5050599807500434,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Mordavella,-0.8067632311154123,-0.4350751113177576,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Muribaculum,-0.3052036127331191,-0.08131398093952998,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Neglecta,-0.6017062097652087,-0.4568608171062976,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Odoribacter,-0.35596364679079984,-0.26970629406897856,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Olsenella,1.8090634990871168,0.6363870539290626,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Oscillibacter,0.05532572579169073,0.1759370614374938,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Papillibacter,-0.6951622558876225,-0.4705713380863047,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Paraprevotella,-0.2039202535240116,-0.08997481668420625,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Parvibacter,-0.7096175536792233,-0.18670528657436183,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Pediococcus,0.2334198883785542,0.13213501510723313,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Phocea,0.0426618780721693,0.08245834958536741,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Prevotella,-0.05635039939763785,-0.08504126027560975,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Pseudobutyrivibrio,0.39683943217589346,0.10449627602746804,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Pseudoflavonifractor,-0.5462586298050296,-0.5491696669618346,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Robinsoniella,-0.6549000839289817,-0.4206796150031842,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Romboutsia,-0.2840676084142404,-0.5529724708218431,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Ruminococcus,0.2150818620458033,0.6324129123785793,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Ruthenibacterium,0.09331566899220275,0.10494392570923872,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Senegalimassilia,-0.4847630031752158,-0.6875091014728976,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Sporobacter,0.36016855144465304,0.43409953176377986,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Sporobacterium,-0.5250543707927574,-0.13804531282337512,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Streptococcus,-0.06462565193044358,-0.16592461452610605,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Sutterella,-0.04309181648765624,-0.13953997346973693,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Terrisporobacter,-0.773693156116163,-0.5538394761684503,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Turicibacter,-0.12959419696693356,-0.03402448924978468,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Turicimonas,0.17073290676823363,0.04481189501288304,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Tyzzerella,-0.09699911838164205,-0.11974591408409528,0.9860043470338818
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Faecalibacterium,-0.00330643456383016,-0.01278617134652835,0.9897983892619734
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Peptacetobacter,-0.07548500945757383,-0.01984001709485537,0.9897983892619734
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Erysipelatoclostridium,-0.8499531832092159,-0.34202849786561496,NA
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Faecalitalea,-1.2477157717158702,-0.5105045045234463,NA
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Holdemania,-0.5479495510646477,-0.26278033615183805,NA
GAM_t24_Stirred_Quercetin,GAM,24,Stirred,Quercetin,Streptomyces,6.403456783123698,1.9107195607008232,NA
GAM_t48_Static_CGA,GAM,48,Static,CGA,Senegalimassilia,0.9312660743496188,2.6776519963549723,0.5381787229160415
GAM_t48_Static_CGA,GAM,48,Static,CGA,Streptococcus,-0.4536656489072795,-2.624395126893652,0.5381787229160415
GAM_t48_Static_CGA,GAM,48,Static,CGA,Fusicatenibacter,0.4008825451745964,2.4425986653362552,0.6027203146047725
GAM_t48_Static_CGA,GAM,48,Static,CGA,Acutalibacter,-6.019247011988792,-1.9091828011800067,0.9409384835306104
GAM_t48_Static_CGA,GAM,48,Static,CGA,Adlercreutzia,0.5588849839665325,1.6503543783820536,0.9409384835306104
GAM_t48_Static_CGA,GAM,48,Static,CGA,Agathobaculum,-0.22127172784330656,-0.9410448818306226,0.9409384835306104
GAM_t48_Static_CGA,GAM,48,Static,CGA,Amedibacillus,4.257666599241427,1.083363545083532,0.9409384835306104
GAM_t48_Static_CGA,GAM,48,Static,CGA,Aminiphilus,-4.138313867578549,-1.0499031595149153,0.9409384835306104
GAM_t48_Static_CGA,GAM,48,Static,CGA,Anaerocolumna,4.052550596248075,1.0302452026651825,0.9409384835306104
GAM_t48_Static_CGA,GAM,48,Static,CGA,Anaerotignum,-5.026332185065955,-1.280359453797414,0.9409384835306104
GAM_t48_Static_CGA,GAM,48,Static,CGA,Bacteroides,0.3566442184695893,1.3789211577110163,0.9409384835306104
GAM_t48_Static_CGA,GAM,48,Static,CGA,Butyricicoccus,-0.30503043858658085,-1.3101399899182276,0.9409384835306104
GAM_t48_Static_CGA,GAM,48,Static,CGA,Butyrivibrio,5.466472346074424,1.6353065328109213,0.9409384835306104
GAM_t48_Static_CGA,GAM,48,Static,CGA,Catenibacterium,0.5887938439372894,1.2002143657922164,0.9409384835306104
GAM_t48_Static_CGA,GAM,48,Static,CGA,Collinsella,0.9871190576426276,2.0673376009490476,0.9409384835306104
GAM_t48_Static_CGA,GAM,48,Static,CGA,Coprococcus,0.0931386633813533,1.2445404450439983,0.9409384835306104
GAM_t48_Static_CGA,GAM,48,Static,CGA,Cuneatibacter,-3.9358109395848935,-0.9972201275024716,0.9409384835306104
