comparison,medium,time,agitation,compound,genus,log2FoldChange,stat,padj
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Paeniclostridium,-6.116570424876988,-2.007488759162777,0.28443956767856826
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Ruminococcus,-1.2934627713571696,-1.9632430738385576,0.28943796312802206
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Dysosmobacter,-5.90135629379338,-1.8587089425467211,0.3395991050705867
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Parabacteroides,0.7176174480722275,1.8009779507523116,0.35853177674916353
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Hungatella,-5.652827259478267,-1.719596063596175,0.3740882784287798
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Phascolarctobacterium,-5.667185720285311,-1.732837643888618,0.3740882784287798
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Adlercreutzia,5.695864013245161,1.673229567514078,0.3882204601744104
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Bariatricus,-5.482931570014924,-1.6209801348082078,0.4084184966617043
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Dialister,0.24184685286366328,1.4022761893911118,0.5925418498098741
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Agathobaculum,-4.727239354741404,-1.2050105250044156,0.6067705616617292
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Alistipes,0.6886252280196664,1.3226925687876072,0.6067705616617292
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Enterococcus,-0.45087284710003034,-1.2072378081108772,0.6067705616617292
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Hespellia,-4.657134811636664,-1.186897002592581,0.6067705616617292
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Kytococcus,-4.735743873982281,-1.2072076137965626,0.6067705616617292
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Lacrimispora,2.2363086056075763,1.147012691724264,0.6067705616617292
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Ruthenibacterium,-4.5834455868287955,-1.1678525326708444,0.6067705616617292
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Slackia,2.254869294408063,1.2297992592347866,0.6067705616617292
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Streptomyces,-4.975760038459454,-1.2691879905022414,0.6067705616617292
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Tyzzerella,-4.9191767947929685,-1.2545807978665844,0.6067705616617292
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Bacteroides,0.5725057753220273,1.0448852268817803,0.6908440428972082
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Barnesiella,1.2071308715159963,0.9627812549656908,0.7120003537562446
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Collinsella,0.2934588714303142,0.978099040212372,0.7120003537562446
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Duncaniella,-3.866495625645959,-0.9823101599972688,0.7120003537562446
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Escherichia,0.6328778550828483,0.9096136325782485,0.7463694194689325
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Prevotella,0.27419317687323713,0.8905237720048639,0.7463694194689325
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Anaerostipes,-0.4890743809893138,-0.8359894465199293,0.7839238558584614
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Fusicatenibacter,0.29704365937132543,0.7695889942560072,0.835353013216507
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Enterocloster,-1.8577403373064711,-0.6837078503030463,0.8647794143086605
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Phocaeicola,0.18104381367772185,0.693500130659473,0.8647794143086605
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Roseburia,-0.4347230869525836,-0.697781056389921,0.8647794143086605
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Allisonella,0.10357904261495604,0.37689150439235813,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Anaerobutyricum,-0.5440408788656881,-0.4077929530076579,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Blautia,-0.08727848155922854,-0.22907961549283817,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Butyricicoccus,1.0547206405237313,0.39194474454355727,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Catenibacterium,-0.13356652413253017,-0.21500254267157023,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Christensenella,0.33826585511375934,0.45910930219153495,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Clostridium,-0.29708719163155983,-0.4496235041340535,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Eubacterium,-0.407397912164687,-0.5717336374522822,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Faecalicatena,0.32493128112991104,0.2413416459157248,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Gemmiger,-0.1881521596192264,-0.5269500985301663,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Holdemanella,0.20001353913642503,0.2795947672015114,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Intestinibacter,-0.20547697374715623,-0.3013669627760871,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Laceyella,-0.8542415016175874,-0.603730401942511,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Lachnospira,0.19638862696661488,0.3236196885588761,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Longibaculum,-0.4701340853193252,-0.5742299700684952,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Mediterraneibacter,-0.2124590866881684,-0.23650085438481697,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Megasphaera,0.0486201669172893,0.2673642893315888,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Oscillibacter,1.4064322611135602,0.5157833786596951,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Paraprevotella,1.3721878901698674,0.4922769756539371,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Romboutsia,-0.07376566898502529,-0.22032112341215895,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Selenomonas,0.592021040215289,0.43002843544683506,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Terrisporobacter,-0.6898834943748591,-0.5208881937294955,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Weissella,0.8459550709734442,0.3121849415641787,0.921961484615246
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Anaeromassilibacillus,-0.562072222533371,-0.1494097841452008,0.942413620488582
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Coprococcus,0.05723136672997572,0.14704065350172296,0.942413620488582
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Cuneatibacter,0.0819672531870419,0.13365447432874938,0.942413620488582
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Sutterella,0.46357494610947736,0.12310435171414498,0.942413620488582
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Bifidobacterium,0.11221620892169774,0.06757909378774749,0.97394777744223
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Dorea,-0.06423363112965225,-0.03169486188174723,0.97743897126882
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Hungateiclostridium,0.10669241217155737,0.02827982526707305,0.97743897126882
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Pseudobutyrivibrio,6.463568774402795,3.3507891355095665,0.0596304115192206
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Acidaminococcus,0.4166502322184973,1.8055292590599432,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Agathobaculum,-5.681169218993851,-1.7878471717156992,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Alistipes,0.6958888698855191,0.7969357223399748,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Allisonella,-0.16079375631717951,-0.6471500385575553,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Anaerocolumna,-4.6410698972368225,-1.1706378862857036,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Bacteroides,0.43977368261977734,0.6072970743811815,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Bariatricus,-4.7912642752864505,-1.210146413757501,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Barnesiella,1.1096272833866263,0.9716616899274494,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Bifidobacterium,-0.2582151199457689,-0.9489041595583024,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Blautia,-0.15111479384049328,-0.7248488099851549,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Catenibacterium,-2.23179075010137,-1.002959495240787,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Coprococcus,0.4712409973928881,0.5623989247840068,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Corynebacterium,3.8883947542691177,0.9904000512088376,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Cuneatibacter,0.5651714485670025,0.6113602190366931,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Dialister,0.10340485301536172,0.5383880851411481,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Dorea,-4.365090462802834,-1.0988967374539522,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Duncaniella,3.2188534835880733,0.817499815732703,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Eggerthella,3.3333017995890866,0.8470673316213896,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Enterococcus,0.6364890678448639,0.841129687819444,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Escherichia,0.8501591549139407,0.7637968270493759,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Fusicatenibacter,0.1842863725719353,0.545573314913617,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Gemmiger,0.8092637089156187,1.107172337156866,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Holdemanella,-1.0453441924681006,-0.5748866028972119,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Hungateiclostridium,2.2541172116881865,1.22166359341706,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Hungatella,-1.581347448026841,-0.6256175477276579,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Intestinibacter,0.4752232573482295,0.5057766314081873,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Lachnoclostridium,-4.365090462802834,-1.0988967374539522,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Lactobacillus,0.3949864958051786,1.561986620623984,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Longibaculum,-1.497105801923814,-1.035935132884019,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Megamonas,-1.5146877927113434,-0.6666399584237724,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Megasphaera,0.1463255442290351,0.8692917021844738,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Mitsuokella,1.0934590867126777,1.236818319540495,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Monoglobus,-5.178394185778749,-1.3117957674385554,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Mycobacterium,-4.557105855260169,-1.14853558156909,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Mycolicibacterium,-5.529235596322041,-1.4776675905698995,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Olsenella,0.4492102811659052,0.9666622532967376,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Paeniclostridium,0.6557252585876993,0.6111907951674876,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Parabacteroides,0.651295293927563,0.7922539249957795,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Pediococcus,-0.31648601431810397,-1.6002362013477731,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Phocaeicola,0.31584468529836196,1.1004780554769076,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Romboutsia,0.31334685949813584,0.9026513035710928,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Roseburia,0.4972971386542561,0.6554250895559751,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Ruminococcus,-0.8937350167377816,-1.788532128261583,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Ruthenibacterium,-4.711783675954715,-1.189243724814352,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Senegalimassilia,1.1436179840345315,0.9332378461094684,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Streptococcus,-0.17026361274171767,-0.5161796524183749,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Terrisporobacter,1.0556003624652457,1.1305823046108954,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Turicibacter,-1.4344576995956566,-0.5644353018836014,0.9257754373033574
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Aminiphilus,-1.0433064009394093,-0.4494661284868651,0.9294050448929976
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Eubacterium,-0.31527075383737363,-0.46603249151416176,0.9294050448929976
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Sutterella,0.5302073719401245,0.46086360538446014,0.9294050448929976
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Anaerobutyricum,-0.6667848867593995,-0.36411869379476985,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Anaerostipes,0.28243394716683934,0.23753243611987757,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Butyricicoccus,0.35990272216947966,0.25519869885270513,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Clostridium,-0.18246028426920513,-0.18092415936621312,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Collinsella,0.1052600751068997,0.19915799682667928,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Faecalibacterium,0.04430768246058078,0.15820436658422857,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Faecalicatena,0.15458611307415937,0.13708603385209409,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Laceyella,0.3577309265368784,0.16014486477581075,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Lachnospira,0.3116755573625139,0.3827090730882238,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Lacrimispora,0.32011880099095413,0.2832910993639595,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Mediterraneibacter,0.13536402225293842,0.12886492485728407,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Oscillibacter,-0.31133169350132833,-0.17535318788339546,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Paraprevotella,0.4234813142235054,0.309896556691084,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Parasutterella,-0.3684047099934345,-0.18946268157266577,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Phascolarctobacterium,-0.7305997770508542,-0.22899947929107903,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Prevotella,0.09975718697873916,0.35394705382625286,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Streptomyces,0.8302057150239017,0.22079228249463756,0.9624981927894324
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Dysosmobacter,-0.18197328225555257,-0.1042592322012203,0.9693615512206132
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Christensenella,0.07919182507538378,0.07138764870786554,0.982938080535707
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Adlercreutzia,0.01934591523800646,0.00543461966825363,0.9956638222177762
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Anaeromassilibacillus,-0.02184480128595976,-0.02098676974776356,0.9956638222177762
Schaedler_t24_Stirred_CGA,Schaedler,24,Stirred,CGA,Enterocloster,0.09135214845027702,0.02712262534691774,0.9956638222177762
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Megamonas,-6.865871775709497,-4.856136983167026,8.737947593838205e-5
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Anaerobutyricum,-6.315573911516086,-4.261575696573252,5.412353723337411e-4
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Parasutterella,-6.385761476476668,-4.241101521397526,5.412353723337411e-4
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Olsenella,0.8211126019353444,3.843050140024543,0.0022176420169377
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Escherichia,-1.0457816076540798,-2.6332011826971624,0.12349297356658792
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Eubacterium,0.6351168410869166,2.1076957583385125,0.426530659116777
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Lacrimispora,0.9225698721153802,1.92739579469644,0.5624162288201234
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Senegalimassilia,1.5928558322844952,1.8444105640374655,0.594250376346029
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Ruminococcus,-0.8843857789690411,-1.7658680669335705,0.6279458838352329
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Fusicatenibacter,0.3288356795612897,1.648105429903445,0.7251165793483134
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Alistipes,-0.5423393275086001,-1.3925466541526044,0.8169494493054238
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Enterorhabdus,0.48969234734988415,1.3436629183680282,0.8169494493054238
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Faecalitalea,5.833177215658767,1.4882206017799855,0.8169494493054238
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Lachnoclostridium,5.631843254302953,1.436153099475239,0.8169494493054238
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Streptococcus,-0.3892785335567351,-1.3665304822722442,0.8169494493054238
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Weissella,5.833177215658767,1.4882206017799855,0.8169494493054238
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Acidaminococcus,0.19464552491948725,0.7887328009518106,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Adlercreutzia,0.579759113680321,1.1761993255862475,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Aminiphilus,-3.523594266061548,-0.8954208816012856,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Anaeromassilibacillus,-0.879575149197803,-0.7329362928489382,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Bacteroides,-0.4094050201367405,-0.7845877459113388,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Blautia,-0.15781489352116407,-0.8053732102572781,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Butyricicoccus,-4.82250751993135,-1.230757951914763,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Coprococcus,-0.24920697994609708,-1.0133709494950616,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Cuneatibacter,0.39445199652269225,0.7479603859017332,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Dialister,-0.21069223794399664,-0.6607941494954792,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Duncaniella,-4.256577563308935,-1.0847934553830196,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Eggerthella,-1.325779680884849,-0.7000046289344446,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Enterocloster,-3.843549519151962,-0.9781254369897692,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Faecalibacterium,-0.23351565642614683,-0.9156026907111848,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Lachnospira,-0.4016455875235682,-1.0190468045141328,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Longibaculum,1.084761275059951,0.677215241436168,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Mediterraneibacter,0.4434532331489284,0.9246288931648884,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Mogibacterium,-4.326680751817526,-1.1028866290509134,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Oscillibacter,-0.922829223284148,-0.7347498648592244,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Paeniclostridium,-1.3509988193639828,-1.0889523904268823,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Phascolarctobacterium,4.972985167639977,1.26540098044561,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Pseudobutyrivibrio,-1.3456097527365989,-0.6824971820297061,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Raoultibacter,-3.93615802832639,-1.0020522208722125,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Romboutsia,0.21633301450027553,0.8120905344542656,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Roseburia,-0.2644144821356069,-0.938261791943137,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Sutterella,-1.8582912674684928,-1.0021955074124909,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Tidjanibacter,-3.3989512715095804,-0.8631878250687058,0.8636822436062315
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Christensenella,0.30378912660865504,0.6180852734999565,0.8896528871642974
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Faecalicatena,-1.1941745985859926,-0.600135157835616,0.8896528871642974
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Allisonella,0.09951770586174312,0.34618409646129505,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Barnesiella,-0.1672147391136543,-0.29316017566058095,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Bifidobacterium,-0.2574300651995958,-0.20997647994456756,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Catenibacterium,-0.6069569345434508,-0.4704778365698345,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Clostridium,0.38077465923836606,0.5382073960843574,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Collinsella,0.18463943059214677,0.4869092202338688,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Dorea,-1.4320602370580675,-0.5050024833616313,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Dysosmobacter,1.0150078337434454,0.27060331465578485,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Enterococcus,-0.11632878656382777,-0.4456596811171968,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Intestinibacter,-0.12466436880754347,-0.45650154945227894,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Laceyella,0.8181662109857075,0.4080696868241785,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Lactobacillus,0.1364472843248861,0.4205260721973474,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Megasphaera,0.0750723785935899,0.3013688161799063,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Mitsuokella,0.1105403421244472,0.23053903152083,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Paraprevotella,-0.42502833371786913,-0.2110762639795584,0.9221072757184732
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Pediococcus,0.18486515274388865,0.2207749853907705,0.9221072757184732
