comparison,medium,time,agitation,compound,genus,log2FoldChange,stat,padj,sig_padj0.05,sig_padj0.01
GAM_t48_Static_Quercetin,GAM,48,Static,Quercetin,Longibaculum,-0.437102489507668,-0.27050216298759605,0.9560042256129604,FALSE,FALSE
GAM_t48_Static_Quercetin,GAM,48,Static,Quercetin,Tyzzerella,0.3661645632114698,0.32373059745122723,0.9560042256129604,FALSE,FALSE
GAM_t48_Static_Quercetin,GAM,48,Static,Quercetin,Lactobacillus,-0.2064884112669713,-0.109082019143415,0.9573215059274532,FALSE,FALSE
GAM_t48_Static_Quercetin,GAM,48,Static,Quercetin,Anaerobutyricum,0.01808586076223449,0.0695342431620825,0.9732143079315876,FALSE,FALSE
GAM_t48_Static_Quercetin,GAM,48,Static,Quercetin,Holdemania,0.12170528729275462,0.07359056298892377,0.9732143079315876,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Paeniclostridium,-11.623772290599703,-9.74531022106174,1.2943589521062235e-20,TRUE,TRUE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Negativibacillus,-1.0983964669065216,-4.5276560362530525,1.9979922122500155e-4,TRUE,TRUE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Eggerthella,-1.007173236954868,-4.137037558728576,7.85728072722725e-4,TRUE,TRUE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Acidaminococcus,0.5676229670412359,4.018843742251746,9.796143576889106e-4,TRUE,TRUE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Holdemanella,-0.7701801113897367,-3.8362804921071927,0.00167381729876834,TRUE,TRUE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Collinsella,-1.354480847154232,-3.459420646353658,0.00604494950449404,TRUE,TRUE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Roseburia,0.7442313208583057,3.3616100050833335,0.00741685058311796,TRUE,TRUE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Mediterraneibacter,0.54984184577075,3.065789366664075,0.01818180618294883,TRUE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Senegalimassilia,-3.0287013834426757,-2.966137217181804,0.02244990656305705,TRUE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Escherichia,0.6320519017384196,2.5443840979892336,0.06667756833261251,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Sutterella,-0.5713479656712993,-2.084108159528948,0.1141225317044851,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Slackia,-1.105536077024524,-1.8864260934206505,0.17256158511506103,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Phocaeicola,-0.37660263327580473,-1.536508545504398,0.27785727125940296,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Anaerostipes,-0.2343228985695092,-1.3385154568237758,0.3784002238466228,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Alistipes,-0.6388035493189791,-1.2618472051855631,0.3852570208532552,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Faecalibacterium,0.19851722001671587,0.9648844925347816,0.5748302271090976,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Anaeromassilibacillus,0.3330885581108288,0.9302402932325228,0.5801353632031949,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Dorea,0.1737664220655937,0.9249186833611682,0.5801353632031949,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Catenibacterium,-0.30991645871709533,-0.8014912878837658,0.6382958324794429,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Ruminococcus,0.16993278914347176,0.8021708864234774,0.6382958324794429,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Parabacteroides,0.19217611449425617,0.7690163100443629,0.643613110637258,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Bacteroides,-0.2383202628068112,-0.727455152571473,0.6656481061991193,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Anaerobutyricum,-0.02395244929601512,-0.13069891027017788,0.9294598095749464,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Coprococcus,0.04473109956608056,0.22136968265959156,0.9294598095749464,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Eubacterium,0.03079773042814488,0.13965588035535595,0.9294598095749464,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Gemmiger,-0.05531596698964277,-0.2927559003952158,0.9294598095749464,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Parasutterella,0.05053920182820159,0.14933240651130864,0.9294598095749464,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Longibaculum,-0.0972745916529305,-0.08385561857376735,0.9473101844446984,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Duodenibacillus,-6.0222775350046,-3.537750653695383,NA,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Hespellia,1.0616361995150214,2.251977189786316,NA,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Holdemania,-1.2938832070016844,-1.2784356700368402,NA,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Intestinibacter,0.3527710738027864,0.7177029760856957,NA,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Lactobacillus,0.8790376617160773,0.7381833869327303,NA,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Peptostreptococcus,-0.9076668915798148,-1.8183541372078755,NA,FALSE,FALSE
GAM_t48_Stirred_Quercetin,GAM,48,Stirred,Quercetin,Tyzzerella,1.3118259053048238,2.147138455772878,NA,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Ruminococcus,0.6709315623625413,4.477904297902136,8.744007840543615e-4,TRUE,TRUE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Alistipes,1.0399397615046682,3.860333731684969,0.0065674715384441,TRUE,TRUE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Mediterraneibacter,-0.3337619987138476,-2.67126602908485,0.29218749709760866,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Anaeromassilibacillus,0.9948993935756866,2.5066614730640695,0.3061109214436759,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Coprococcus,-0.3494793635750189,-2.478477689364953,0.3061109214436759,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Catenibacterium,-0.5551897715647771,-2.323748137055132,0.33373194794414385,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Sutterella,-3.705279143598242,-2.3393905953845,0.33373194794414385,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Anaerostipes,-0.22444382657234713,-2.1852665433436216,0.3670238486767028,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Faecalibacterium,-0.18077680692462847,-2.1210844207271804,0.3670238486767028,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Paeniclostridium,-0.7001239106805844,-2.1106316430225327,0.3670238486767028,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Megamonas,-0.7130432592535385,-2.0187769414438788,0.4206006177171863,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Parabacteroides,0.4752830233173414,1.8949637436023257,0.4580847712381684,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Longibaculum,-0.8139675542650439,-1.7890917050312856,0.5022120911454254,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Gemmiger,0.3593860765851905,1.7443684811701707,0.5226113029986664,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Eggerthella,5.6569926104073645,1.6535617751531302,0.5996380961783133,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Anaerobutyricum,0.1934515476916724,1.3788422760240937,0.7284043111814266,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Dorea,-0.23706352155149835,-1.1383471528841909,0.7284043111814266,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Lactobacillus,0.6545797535643831,1.5200777876129514,0.7284043111814266,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Acidaminococcus,-0.46150541168170994,-1.0344595387196394,0.730676618599651,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Bacteroides,0.20343349918794645,1.0933834619181997,0.730676618599651,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Holdemanella,-0.3054237219519983,-0.9894124314293656,0.733441603696128,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Intestinibacter,0.41156297603654785,0.7860996420562607,0.81556089964667,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Olsenella,-0.4747193853210392,-0.7689197956215194,0.81556089964667,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Roseburia,-0.10876565001519208,-0.7672482390793186,0.81556089964667,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Escherichia,-0.347963848310446,-0.6245745829293813,0.8881202985871062,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Parasutterella,-0.3583704816028075,-0.6189722152906101,0.8881202985871062,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Eubacterium,-0.10646200767540398,-0.5713783845680318,0.9275804036779504,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Negativibacillus,0.18990918444466093,0.3211910268360876,0.9696862526002814,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Tyzzerella,-0.4677460303678206,-0.31074287226624137,0.9696862526002814,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Collinsella,-0.01020013733529679,-0.01990450186261919,0.9914560717563424,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Phocaeicola,-0.03309939392994768,-0.2411828810737758,0.9914560717563424,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Senegalimassilia,0.35553150014075163,0.09429773690459373,0.9914560717563424,FALSE,FALSE
Schaedler_t0_Static_Quercetin,Schaedler,0,Static,Quercetin,Hespellia,-0.03524553195068921,-0.0165626463301459,NA,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Collinsella,-1.0120919302812796,-3.2504386919933768,0.118683923203147,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Senegalimassilia,-5.161644750551259,-2.5929501442013203,0.32728115578739614,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Acidaminococcus,-0.3942530856511921,-0.4533001507217622,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Alistipes,0.11270944832643964,0.10805170915395036,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Anaerobutyricum,0.14757163767403936,0.7054336029710754,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Anaeromassilibacillus,0.33393068446847557,0.2904919041443924,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Anaerostipes,-0.08384140186989988,-0.5929498456843955,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Bacteroides,-0.21264562511405857,-0.7012254985498914,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Catenibacterium,0.24517063189804275,0.6076641114965319,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Coprococcus,-0.2389622697888541,-0.9691586606356426,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Dorea,-0.03198666397758824,-0.1267362413607807,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Escherichia,0.08172562616862486,0.08611659669435165,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Eubacterium,-0.3210953098652856,-0.31276641028754093,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Faecalibacterium,-0.08589779794042332,-0.6358341361615,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Gemmiger,0.3561641896126999,1.6428741685852262,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Hespellia,2.6423971111650775,1.934348403233093,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Holdemanella,0.4587376344969392,1.1180461081338953,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Intestinibacter,0.2963106024001775,0.2783387126385622,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Lactobacillus,-0.17306000956206827,-0.19053847759127576,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Longibaculum,0.4228005059007908,0.7036795672931944,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Mediterraneibacter,-0.11533008717796114,-0.5503719340368316,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Megamonas,-0.279347767020843,-0.2986460500126816,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Negativibacillus,0.189819226848839,0.19452701870118405,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Olsenella,-1.1420947125547425,-1.2180363112899686,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Paeniclostridium,-0.508354543698203,-0.5424601996437679,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Parabacteroides,0.16106592700718472,0.4585299549572549,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Parasutterella,-0.4078408275291902,-0.21611877405528016,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Peptostreptococcus,1.3585663592367645,0.35924064143043744,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Phocaeicola,-0.03613007236698149,-0.16487747701554586,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Roseburia,0.07728235258630559,0.377634691859414,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Ruminococcus,0.2436921120700608,0.48684344735925705,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Sutterella,-1.5970904404295043,-1.7378623072395725,0.9775240129213026,FALSE,FALSE
Schaedler_t0_Stirred_Quercetin,Schaedler,0,Stirred,Quercetin,Tyzzerella,1.9624563418685796,1.438301963227067,0.9775240129213026,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Olsenella,1.8366279282840612,6.71840963984915,1.2860302851575976e-9,TRUE,TRUE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Lactobacillus,-0.6753472351874601,-3.2676141599901456,0.03796034039344058,TRUE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Senegalimassilia,1.5305011612810602,3.149680890208919,0.03813807369571385,TRUE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Megamonas,-1.1777235015635878,-2.8619417567452974,0.07368449805256638,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Acidaminococcus,-0.3690082129652886,-2.3679948570077776,0.20865581931421412,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Faecalibacterium,-0.3783928390820028,-2.0686322602313405,0.27006425783183996,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Paeniclostridium,-6.116570424876988,-2.007488759162777,0.28443956767856826,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Ruminococcus,-1.2934627713571696,-1.9632430738385576,0.28943796312802206,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Parabacteroides,0.7176174480722275,1.8009779507523116,0.35853177674916353,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Alistipes,0.6886252280196664,1.3226925687876072,0.6067705616617292,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Hespellia,-4.657134811636664,-1.186897002592581,0.6067705616617292,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Slackia,2.254869294408063,1.2297992592347866,0.6067705616617292,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Tyzzerella,-4.9191767947929685,-1.2545807978665844,0.6067705616617292,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Bacteroides,0.5725057753220273,1.0448852268817803,0.6908440428972082,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Collinsella,0.2934588714303142,0.978099040212372,0.7120003537562446,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Escherichia,0.6328778550828483,0.9096136325782485,0.7463694194689325,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Anaerostipes,-0.4890743809893138,-0.8359894465199293,0.7839238558584614,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Phocaeicola,0.18104381367772185,0.693500130659473,0.8647794143086605,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Roseburia,-0.4347230869525836,-0.697781056389921,0.8647794143086605,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Anaerobutyricum,-0.5440408788656881,-0.4077929530076579,0.921961484615246,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Catenibacterium,-0.13356652413253017,-0.21500254267157023,0.921961484615246,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Eubacterium,-0.407397912164687,-0.5717336374522822,0.921961484615246,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Gemmiger,-0.1881521596192264,-0.5269500985301663,0.921961484615246,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Holdemanella,0.20001353913642503,0.2795947672015114,0.921961484615246,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Intestinibacter,-0.20547697374715623,-0.3013669627760871,0.921961484615246,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Longibaculum,-0.4701340853193252,-0.5742299700684952,0.921961484615246,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Mediterraneibacter,-0.2124590866881684,-0.23650085438481697,0.921961484615246,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Anaeromassilibacillus,-0.562072222533371,-0.1494097841452008,0.942413620488582,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Coprococcus,0.05723136672997572,0.14704065350172296,0.942413620488582,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Sutterella,0.46357494610947736,0.12310435171414498,0.942413620488582,FALSE,FALSE
Schaedler_t24_Static_Quercetin,Schaedler,24,Static,Quercetin,Dorea,-0.06423363112965225,-0.03169486188174723,0.97743897126882,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Megamonas,-6.865871775709497,-4.856136983167026,8.737947593838205e-5,TRUE,TRUE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Anaerobutyricum,-6.315573911516086,-4.261575696573252,5.412353723337411e-4,TRUE,TRUE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Parasutterella,-6.385761476476668,-4.241101521397526,5.412353723337411e-4,TRUE,TRUE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Olsenella,0.8211126019353444,3.843050140024543,0.0022176420169377,TRUE,TRUE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Escherichia,-1.0457816076540798,-2.6332011826971624,0.12349297356658792,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Eubacterium,0.6351168410869166,2.1076957583385125,0.426530659116777,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Senegalimassilia,1.5928558322844952,1.8444105640374655,0.594250376346029,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Ruminococcus,-0.8843857789690411,-1.7658680669335705,0.6279458838352329,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Alistipes,-0.5423393275086001,-1.3925466541526044,0.8169494493054238,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Acidaminococcus,0.19464552491948725,0.7887328009518106,0.8636822436062315,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Anaeromassilibacillus,-0.879575149197803,-0.7329362928489382,0.8636822436062315,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Bacteroides,-0.4094050201367405,-0.7845877459113388,0.8636822436062315,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Coprococcus,-0.24920697994609708,-1.0133709494950616,0.8636822436062315,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Eggerthella,-1.325779680884849,-0.7000046289344446,0.8636822436062315,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Faecalibacterium,-0.23351565642614683,-0.9156026907111848,0.8636822436062315,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Longibaculum,1.084761275059951,0.677215241436168,0.8636822436062315,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Mediterraneibacter,0.4434532331489284,0.9246288931648884,0.8636822436062315,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Paeniclostridium,-1.3509988193639828,-1.0889523904268823,0.8636822436062315,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Roseburia,-0.2644144821356069,-0.938261791943137,0.8636822436062315,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Sutterella,-1.8582912674684928,-1.0021955074124909,0.8636822436062315,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Catenibacterium,-0.6069569345434508,-0.4704778365698345,0.9221072757184732,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Collinsella,0.18463943059214677,0.4869092202338688,0.9221072757184732,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Dorea,-1.4320602370580675,-0.5050024833616313,0.9221072757184732,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Intestinibacter,-0.12466436880754347,-0.45650154945227894,0.9221072757184732,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Lactobacillus,0.1364472843248861,0.4205260721973474,0.9221072757184732,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Phocaeicola,-0.2041098615719801,-0.3899534010258785,0.9221072757184732,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Slackia,0.3203129554751619,0.3935191826459674,0.9221072757184732,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Anaerostipes,-0.0515410077598312,-0.12482112680742433,0.96689054094023,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Holdemanella,-0.2810818217889217,-0.1344289675741129,0.96689054094023,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Gemmiger,0.00384101617975188,0.01928596681865092,0.9865834155152818,FALSE,FALSE
Schaedler_t24_Stirred_Quercetin,Schaedler,24,Stirred,Quercetin,Parabacteroides,-0.0300151025975416,-0.07266282688685043,0.9865834155152818,FALSE,FALSE
Schaedler_t48_Static_Quercetin,Schaedler,48,Static,Quercetin,Lactobacillus,-1.2429049932278058,-1.9843916154340009,0.7868700000774739,FALSE,FALSE
Schaedler_t48_Static_Quercetin,Schaedler,48,Static,Quercetin,Anaerobutyricum,2.897372826302283,1.299164559221483,0.9613706710051364,FALSE,FALSE
Schaedler_t48_Static_Quercetin,Schaedler,48,Static,Quercetin,Anaerostipes,1.6595898690228974,1.3023810006777858,0.9613706710051364,FALSE,FALSE
