genus	BC_01_PL1_both	BC_01_PL2_both	BC_01_PL3_both	BC_02_PL1_both	BC_02_PL2_both	BC_02_PL3_both	BC_03_PL1_both	BC_03_PL2_both	BC_03_PL3_both	BC_04_PL1_both	BC_04_PL2_both	BC_04_PL3_both	BC_05_PL1_both	BC_05_PL2_both	BC_05_PL3_both	BC_06_PL1_both	BC_06_PL2_both	BC_06_PL3_both	BC_07_PL1_both	BC_07_PL2_both	BC_07_PL3_both	BC_08_PL1_both	BC_08_PL2_both	BC_08_PL3_both	BC_09_PL1_both	BC_09_PL2_both	BC_09_PL3_both	BC_10_PL1_both	BC_10_PL2_both	BC_10_PL3_both	BC_11_PL1_both	BC_11_PL2_both	BC_11_PL3_both	BC_12_PL1_both	BC_12_PL2_both	BC_12_PL3_both	BC_13_PL1_both	BC_13_PL2_both	BC_13_PL3_both	BC_14_PL1_both	BC_14_PL2_both	BC_14_PL3_both	BC_15_PL1_both	BC_15_PL2_both	BC_15_PL3_both	BC_16_PL1_both	BC_16_PL2_both	BC_16_PL3_both	BC_17_PL1_both	BC_17_PL2_both	BC_17_PL3_both	BC_18_PL1_both	BC_18_PL2_both	BC_18_PL3_both	BC_19_PL1_both	BC_19_PL2_both	BC_19_PL3_both	BC_20_PL1_both	BC_20_PL2_both	BC_20_PL3_both	BC_21_PL1_both	BC_21_PL2_both	BC_21_PL3_both	BC_22_PL1_both	BC_22_PL2_both	BC_22_PL3_both	BC_23_PL1_both	BC_23_PL2_both	BC_23_PL3_both	BC_24_PL1_both	BC_24_PL2_both	BC_24_PL3_both	BC_25_PL1_both	BC_25_PL2_both	BC_25_PL3_both	BC_26_PL1_both	BC_26_PL2_both	BC_26_PL3_both	BC_27_PL1_both	BC_27_PL2_both	BC_27_PL3_both	BC_28_PL1_both	BC_28_PL2_both	BC_28_PL3_both	BC_29_PL1_both	BC_29_PL2_both	BC_29_PL3_both	BC_30_PL1_both	BC_30_PL2_both	BC_30_PL3_both	BC_31_PL1_both	BC_31_PL2_both	BC_31_PL3_both	BC_32_PL1_both	BC_32_PL2_both	BC_32_PL3_both	BC_33_PL1_both	BC_33_PL2_both	BC_33_PL3_both	BC_34_PL1_both	BC_34_PL2_both	BC_34_PL3_both	BC_35_PL1_both	BC_35_PL2_both	BC_35_PL3_both	BC_36_PL1_both	BC_36_PL2_both	BC_36_PL3_both	BC_37_PL1_both	BC_37_PL2_both	BC_37_PL3_both	BC_38_PL1_both	BC_38_PL2_both	BC_38_PL3_both	BC_39_PL1_both	BC_39_PL2_both	BC_39_PL3_both	BC_40_PL1_both	BC_40_PL2_both	BC_40_PL3_both	BC_41_PL1_both	BC_41_PL2_both	BC_41_PL3_both	BC_42_PL1_both	BC_42_PL2_both	BC_42_PL3_both	BC_43_PL1_both	BC_43_PL2_both	BC_43_PL3_both	BC_44_PL1_both	BC_44_PL2_both	BC_44_PL3_both	BC_45_PL1_both	BC_45_PL2_both	BC_45_PL3_both	BC_46_PL1_both	BC_46_PL2_both	BC_46_PL3_both	BC_47_PL1_both	BC_47_PL2_both	BC_47_PL3_both	BC_48_PL1_both	BC_48_PL2_both	BC_48_PL3_both	BC_49_PL1_both	BC_49_PL2_both	BC_49_PL3_both	BC_50_PL1_both	BC_50_PL2_both	BC_50_PL3_both	BC_51_PL1_both	BC_51_PL2_both	BC_51_PL3_both	BC_52_PL1_both	BC_52_PL2_both	BC_52_PL3_both	BC_53_PL1_both	BC_53_PL2_both	BC_53_PL3_both	BC_54_PL1_both	BC_54_PL2_both	BC_54_PL3_both	BC_55_PL1_both	BC_55_PL2_both	BC_55_PL3_both	BC_56_PL1_both	BC_56_PL2_both	BC_56_PL3_both	BC_57_PL1_both	BC_57_PL2_both	BC_57_PL3_both	BC_58_PL1_both	BC_58_PL2_both	BC_58_PL3_both	BC_59_PL1_both	BC_59_PL2_both	BC_59_PL3_both	BC_60_PL1_both	BC_60_PL2_both	BC_60_PL3_both	BC_61_PL1_both	BC_61_PL2_both	BC_61_PL3_both	BC_62_PL1_both	BC_62_PL2_both	BC_62_PL3_both	BC_63_PL1_both	BC_63_PL2_both	BC_63_PL3_both	BC_64_PL1_both	BC_64_PL2_both	BC_64_PL3_both	BC_65_PL1_both	BC_65_PL2_both	BC_65_PL3_both	BC_66_PL1_both	BC_66_PL2_both	BC_66_PL3_both	BC_67_PL1_both	BC_67_PL2_both	BC_67_PL3_both	BC_68_PL1_both	BC_68_PL2_both	BC_68_PL3_both	BC_69_PL1_both	BC_69_PL2_both	BC_69_PL3_both	BC_70_PL1_both	BC_70_PL2_both	BC_70_PL3_both	BC_71_PL1_both	BC_71_PL2_both	BC_71_PL3_both	BC_72_PL1_both	BC_72_PL2_both	BC_72_PL3_both	BC_73_PL1_both	BC_73_PL2_both	BC_73_PL3_both	BC_74_PL1_both	BC_74_PL2_both	BC_74_PL3_both	BC_75_PL1_both	BC_75_PL2_both	BC_75_PL3_both	BC_76_PL1_both	BC_76_PL2_both	BC_76_PL3_both	BC_77_PL1_both	BC_77_PL2_both	BC_77_PL3_both	BC_78_PL1_both	BC_78_PL2_both	BC_78_PL3_both	BC_79_PL1_both	BC_79_PL2_both	BC_80_PL1_both	BC_80_PL2_both	BC_81_PL1_both	BC_81_PL2_both	BC_82_PL1_both	BC_82_PL2_both	BC_83_PL1_both	BC_83_PL2_both	BC_84_PL1_both	BC_84_PL2_both	BC_85_PL1_both	BC_85_PL2_both	BC_86_PL1_both	BC_86_PL2_both	BC_87_PL1_both	BC_87_PL2_both	BC_88_PL1_both	BC_88_PL2_both	BC_89_PL1_both	BC_89_PL2_both	BC_90_PL1_both	BC_90_PL2_both	BC_91_PL1_both	BC_91_PL2_both	BC_92_PL1_both	BC_92_PL2_both	BC_93_PL1_both	BC_93_PL2_both	BC_94_PL1_both	BC_94_PL2_both	BC_95_PL1_both	BC_95_PL2_both	BC_96_PL1_both	BC_96_PL2_both
Butyricimonas		34.0001789949449									27.79296355744106			31.99272798104169			23.23651316166875						21.017771968020703						36.01192150418829												23.04756938778059																					22.00000000000716				14.0					48.992488735178824																					18.012201810049007			32.000132362241246						20.0			20.99999988591454			49.00040388437834			25.630380869295983									65.00072224860577			50.9866780398072						34.95381867112277			39.00000280114287												43.21611544523657			18.9999991302767			38.59649971110786			22.0			37.00820155997073			33.006359379800585			50.01396966276969			35.01261377646531			64.89909278591261									23.00002113810559			23.0						25.95567076364489			30.04017495205393						57.98963214817685									29.217903438113638			29.007075960381204									28.031926604546246			21.999997485695214			33.00000197299735												24.99999999460249	19.0				37.01555778604144		44.02348283016866		21.014086249109862		33.052165097159644		22.19188712729741		18.000000005421555										25.163050685777865				23.0		25.0						
Butyrivibrio		42.60359555922435						13.958456896431972						18.203044286819612			14.80982760053621			18.826165871104735	12.587669810416791	11.069358847491218	10.571172230035836									11.93898480884478												13.218771924625532					12.359230945132197					10.774148973316686								14.502288649355071			15.27939668217708						22.563325868523023	12.202230887615755																	12.117190650039529						14.286841037911287				30.611971820202665						14.629818319954412		13.63443456219313	17.15417883716657											23.930044494770076			28.79724549291525															14.048740198724303						23.14192529720937						10.024389140414833				12.528027666985825					13.812176977172015			13.252860471215014						19.243429990647087	12.127671581250995						15.046718325623566		14.896374183248096			18.603356092778053							10.212418737422055						30.907354381782525			12.380661895345476			17.003816037916103					18.502119827737825				16.691636809888898		12.858042563104387	15.594200008406434		17.180094327047755	11.264138187161755		16.180640856430387			20.73419491190044				18.014818528060765		13.016442558407128	14.836383338002074								13.20344697455016			14.5735755994677		20.46778535878928		32.661849685389186		12.855496548072832		12.233420902653664		22.3804242231676						12.93468946071008							10.30108849769046											
Caldicoprobacter		47.224062799778565		31.65642241696783															18.936241333797376																														17.715312196875704	13.255637529836177																																																																								34.67347545781555																																													16.685706399022653																																																																																																				19.272554346088185			
Caproiciproducens		49.087938050275305		31.317384220053377		11.84971178722854		31.253117300543167		13.639670417147151	31.11827986623613			20.77746622062171	12.382388633177046		27.07760299971266				21.908132121418237		16.05997961521112		13.36739487133403				37.51790054097057	12.396053163864933		12.234877574946047			18.731061556262308			16.107754659940902			21.78702792617478	19.42890625990172	15.5492290777939	15.992773894635594						26.55054329831492												31.99531387520814			28.23768778532002			12.03622354485713			26.084971139262404																		12.196977778398844									13.31255292008488			14.022445799655353												12.804509289152085						13.478374741780458			16.17689656436548	13.86259454958953								12.54174700126209			11.282434429937744			11.64120617095517			17.242643473149812			16.5283425046151				13.965457947435771		11.856117898473512				15.261545118460113								14.087108811437728						19.76078220557384									11.511211727744524	12.780941856761636		13.575159471118734							13.03786971155926		11.971498497061202				16.329856670031997		15.097490742425393			11.09729375261193						14.119877133514336			18.77145561566398				16.511895422513774		11.846234370926142			18.30412388246237						18.04929634193394	18.37022640871077			15.772771156177331		11.688750019889085	12.228940838724313					17.69229801949912			12.108094518113411		10.73474862042213		25.0648321022461		20.73310433421495				24.800025272339848		31.697182686513557		16.310309691085653		24.0729495774671		11.280523566053333		24.648104713420263		30.102380876678872	18.208932790215314	14.842399099271114	31.66987194045353	20.47577464984267	12.6292371712733	21.836453473634634	12.110388209843602		20.28724439974369	23.20092576364797		24.23671041682512
Casaltella																																																																																									13.371784923291322			32.50902399186827			22.719817263431494									16.894345334329188									15.31861775683154						34.799085669513175			62.94895263395731												22.050900375424668			20.02293251988395						94.06400879330766			12.42515929215028			10.067401490017716															36.749459638423446			132.41696192833615			13.96340248631924			24.226402645716284						14.773942933110629						26.94685417112111			31.990001368783343						45.89587797330547		35.00574027256012	15.235836642896595						23.8964181545156									37.00667873130942			18.437129777684163					179.36925982005303	24.378942182120635		755.9103139219857	25.93097795080449		23.983481877662683			31.050144194912445			82.42242011954879	14.44786987039671		49.95814102825704	26.6610160218037	53.360404028805945			34.735927051754366	145.88307526124578		742.2851202999545	38.91256346350693		13.103692807086688			40.17801678399996		38.456725878557336																			
Catenibacterium	2072.273096003651	1967.695761443614	2567.6537529409898	2936.6483443494035	689.0505626520127	3703.963661842992	1008.5295763488432	903.9582683696962	632.75804926075	3294.6522369200184	2425.821745896648	2652.14584287323	2176.1951362295176	2531.409609949378	2383.207175358153	1994.203972802707	1583.2309051290404	2039.4958088370577	2576.544786299353	713.7373864081424	7728.774310230156	2430.626236702723	1463.392016920856	4128.126066092244	2121.420561040417	622.0291740846011	1811.796696084927	3237.422185702121	1524.9950865378248	2543.787109135772	1642.592433274229	691.4069676209576	1341.8418782329866	2008.8544455164065	1172.0241015330994	1620.3029200642898	2813.628650350624	910.9340324810976	2295.320533575961	2366.9912168334754	1002.277719437064	2947.2017649717404	1464.3587025991817	1159.802520454434	4067.890343955014	229.27879349923845	239.8906631199732	371.26326432780144	2966.931092303134	1201.137971277199	587.441249913334	2902.2506259733805	519.8803272247773	2506.7669934047703	1419.14440394133	366.9727605118894	69.2008499219272	1397.4489564591702	484.7661447580249	493.5452206271144	1240.0126250875082	846.4940800160671	131.99999964812105	1505.487374070826	1144.79910714339	255.5674249300581	3387.1274340645955	864.2560272814915	382.40616805071744	2120.9900490865657	758.2694419803981	332.5603324032069	1545.6192812003296	67.14220782544209	119.00188235747524	246.3778159077982	23.000000081802416	82.00565107048028	1641.7163621454604	97.19962257083496	538.8452322174666	4555.721154071066	362.6482339453266	998.6308024804712	1808.714063464285	287.0192976629171	511.22772518769926	1818.977091892521	269.3239445259924	969.919970644603	31.00000232462984	253.3131291045013	599.5819668230025	23.0	269.85789800926534	546.3102923085299	22.0	191.02165976790303	978.6824523761444	21.000000000568782	298.04753488384483	90.47775697545605	24.00000000030897	165.99999707859834	249.14461323691293	73.79103221570011	298.3307692253499	298.9981480358029	27.0	156.02018537494482	44.991498475135664	38.99967801235328	167.88298588231245	140.33455377522753	29.079492120145364	280.74315747238626	242.81046038581923	24.000000000001496	368.7844788942462	865.0666488964183	10.99999071097319	229.4737838205196	76.00008886400548	29.0	36.99999999999872	92.00313897215815	24.01534364771565	215.8092772373073	292.9753310741957	51.99956807132536	214.6021095284792	228.00495164916552	18.000338936128514	104.00026736118323	148.998962299679	12.999999864004582	92.0818394850644	82.00101346887222		64.00438250023598	152.4729738934724	35.000016169684685	659.5603332849204	1671.6248720867436		124.21896729800572	107.94082690119846	14.0	272.2467019804505	282.4280879617814		143.72574350178593	133.00000428837984	33.00034317057877	521.3837951050991	324.6795433442391	31.01066800062225	227.5093542399576	61.00001635334945	34.9999998065578	336.10563773496284	316.4312859357242	18.000000015521103	253.99277587226663	181.0394456896033	40.99999935406329	711.2438152276541	810.0526066399595					248.61677150715093	422.0997266790303	13.0	934.4117825850296	755.155604036448		427.4531449791453	366.4333077470959		34.01790298266599	23.95639835161852	29.98988060658524	156.0467511113641	478.86348083414936	52.97428978586546	249.07800939379013	201.0090503059016		98.02009117619046	148.00003725114536	12.999999999884444	814.0253909120656	153.59760665158737	19.0888163241988	235.01619072482123	141.00000008521036		29.00201452317452		20.0	353.05719181842323	21.0	38.000000002088136	320.4425417195262	33.00000000000431		24.000001808497125	37.0	22.99999999999999	88.89860480488484	13.0	25.945579282649888	115.64736972901018	36.272341617845946	22.00000000000009	159.1562750209598	187.11419884385035	79.99761051556709	156.68481446923994	137.16534220510428	35.994401234037326	38.00042120318725	13.0	123.99999999996852	125.0436839135962	74.00144335045847	67.0	70.00004467396585	35.0	203.1625223680487	148.00036165802263	88.00009871143962	140.00000843323184	209.4453473066268	75.99908280072748	186.49274303386977	31.000001630996746	343.161627734334	139.91778752390246	268.6136229232645	111.00912167099118	280.0111125402829	133.99953284378648	154.9999992439157	76.1035789903169	1771.2722637257466	34.71647398731249	1360.1085798477488	108.96926328055504	2202.496579246294	62.93232934733748	1798.3122246163543	72.00000000000011	2621.453897561782	47.99999999801464	2594.18456422744	288.42623116883595	1075.1793890630531	605.1774761098688	3698.302630514781	411.7262085928337	2365.3686561841632	201.18073036118795	1326.245972976697	727.8452791237728	2095.1687704156298	646.2103130632374	2347.8153778577084
Cellulosilyticum				16.78581675144724																																																																																																																																																																																																																																																								12.069700624408185																		
Christensenella	91.6944817950502	156.08915192485293	101.05199415761707	102.43428981708976	56.99999999996592	112.92649511153287	59.49568111144464	131.06076011263897	30.0964949736946	77.88387579086893	218.94389991249574	76.0000085476494	54.00000504424096	260.2503888796488	78.11837608884878	62.85994924357917	147.67286978118	52.99913690474579	96.23372497006795	106.26411682198227	106.99854753958591	76.00557943436527	114.68951429464047	49.204194648271255	52.03855140219787	62.01020922652196	35.00212206883948	81.81934375065747	153.90322958015426	52.35976690978083	62.48836461053092	99.05640680153506	64.09815894258034	29.000000000000004	107.98832689752831	37.922403421501485	32.33404149946372	80.64079569670601	34.99997799042555	51.88540132126297	92.03371435511907	63.00196694555767	48.99999955804383	126.65297400672631	72.99931175890585		17.999999999517684	14.0	77.2377693251951	102.92366773781052	11.0	69.54856180072767	74.33881178665992	45.99999976977046	31.998268583414365	72.0040743572288	54.26524247809007	14.000039885722456	53.48565589791895	51.00000121379843	42.00001086109764	174.757437939414	128.57985808703236	41.002708735075146	138.21006477271197	78.6919182314872	80.97338840433872	67.03733224461556	47.73065892512973	51.99997497982061	217.56192564592487	63.07409874304256	30.024755678811736	72.99998203977823	29.99999998158771		27.99999999999941		24.00000520832817	51.999998240304926	50.00000549694036	35.99951795332474	125.4035965325498	42.31668340113496	30.965362751903648	96.96078091536894	27.99984184929936	38.99994129259425	143.8476291038068	30.99999999980752	27.0	136.4060859633446	38.00021192330691	23.99999995372877	199.4320948995598	36.00000000625509	11.99507525554316	107.21225738094128	43.0342769153455	48.00106065674837	243.14968275107574	38.43356106431568	22.97506258067285	83.00005626372393	38.99999999409837	31.99724437433988	163.06742532143508	86.77602687572767	18.147222400953662	84.47652052271476	57.99990104000127	31.9999999999675	198.68801235615936	54.00000504938191	10.999999993169151	110.98983315816683	85.42162436180932	30.0	227.09657163666662	102.99344736533452	25.999977746685023	158.95807330036493	165.96388833679129	14.998692274980131	20.0	22.0	25.99999994783354	102.94364562567736	36.99999995135337	54.04345335187042	157.86954204463825	41.68812594937268	33.0	142.19964226628773	46.0000000011262	33.03940272148131	182.01532137079576	87.99940393205071	15.99999999999192	74.20724915820871	30.000000000000004	30.999850548501414	262.7563607106053	78.92575269094601	34.0	101.00387797125136	44.99989064983663	39.00000427188155	163.97626770689737	77.6910291384217	26.999999999999314	164.0152296455724	145.00057624158433	34.99999999990706	176.45507909997352	74.86720026609942	32.00001019425445	111.52604577418047	54.0	24.999999999999968	204.83147571318332	62.99999997593616	26.999892210121057	178.96072049047015	52.00000000000001	82.83377718366394	334.9230135359137	111.24621591551792		21.99999534961701		13.952973366536384	99.27693383116949	67.00000000956256	21.999999995695063	223.6193800603176	82.01328423507059	20.999490283667804	200.84591767654507	120.97747575679246		36.00921295740397			114.99159541256924	105.77349832947799	11.0	162.05283556401207	44.99944277495195	16.0	65.00069728180208	170.02252783308995	20.00000008114145	272.3424305952806	44.83139267789199	11.0	172.19364741301507	140.52239574200007		31.99631723836073		20.97122822446625	259.6748425916263	53.058889439086414	13.99999999906747	146.18115742601555	175.00752151571757	15.999999998710246	40.189366461732746	121.49973578940146	14.000002477011815	77.14242290054302	127.6884032816551	26.999999992606483	125.7836438867911	105.04667563725276	11.99999657869146	101.01203563129795	55.984460831707445	29.99999999860364	181.99873186878634	179.19642759418844	26.21301645848173	131.4487057276766	162.79168587271988	20.0	157.04090699244148	91.71965459158099		96.99999999970476	52.00287552027642	27.99999999936749	184.43439259348114	116.4788505834009		114.71091482268494	14.0	158.97696586146762		270.0915009469519		174.91936949548696		155.298943349973	19.000009412663527	211.00085267245447	12.0	200.02565418084805		113.82985812820418		186.09783994432976		76.00409617974945	13.0	171.3439435801106		257.27224637595674	68.26208840591262	156.63535188694792	56.00190119078121	189.83524909777364	46.99999789470022	200.11251974555123	50.99535465686382	95.10214787168265	90.99977558887468	132.60697462343143	57.2898372322769	111.90873666791812
Citrobacter																																																																																																																										12.108004295861772																								70.73787600612485	28.140987692361985																																																																	17.236425377564068																																																										
Clostridioides		12.468584022054737						10.76356547649142			17.147866296827573			15.9071252668368									15.634415713425753					13.44338189839383				12.693456444075744						12.874280343754249																								14.927516203327883			20.36769977714244						16.750307471903124																																														17.287191283509824						29.549299857885664											12.7740668966535			18.28837314044892	15.734397639393318		14.323096135321215				14.5559384798783																	18.023511166358915																									14.32855622012448		11.669014608283028															12.89630065758875				22.393510683364173			15.374806381965454			14.995587277074684						12.399085821346905			27.277096225933526			16.373537439014175								11.873725849485815	12.335811451153251				12.84602972545413		24.9006616715465		13.756641767923176				15.455125785282345												12.65663957389472	18.091295245122986	12.36319027781023										
Clostridium	371.20528066474543	950.9108874994096	522.244111050855	682.476473743065	225.717286754672	1085.260663714602	118.03366168803299	290.08830937832	99.54277072455078	699.596393588203	959.3797422921168	563.0377939547917	301.811784602287	1174.031410122929	553.3748095751804	424.69850830947684	486.4098645600436	351.90794574839185	421.353033355922	344.32263177208733	818.263327783596	629.7510061095463	603.1968486719054	822.8632028888351	404.85490408109763	284.0840745693496	447.5159813038411	742.5516921573812	738.2914096766459	550.5338387110361	256.293919301029	270.32553118730505	435.4175298743365	292.74239490633556	422.9905568800311	402.3939768906152	177.94184846179724	391.2162854495089	498.86253245587034	528.7846745990848	366.0672152843074	642.9196529772892	414.80370372781783	484.38720619858526	1092.9130401231268	58.04167036280243	88.44394600139414	161.0018931192109	750.7248393712956	583.034622708692	162.5730043253574	690.0982894064626	240.01193598550674	779.4674338487165	113.16529711481087	183.1564083440972	14.715361384004312	101.3842845857078	166.34225538677836	32.8990464079939	201.6642061634045	346.01950266090694	37.42934463196241	239.67728168859963	346.6769016735981	19.119453227074057	680.3396695147297	182.75156617773825	34.83481473850156	271.6506025771094	403.9758828252591	10.466817467446884	79.03306061596207	61.312455696929725	13.758239888981617	47.51582023721748	24.04734231271997		154.64823258071974	15.026644809045054		427.11116605095697	169.05037646009112	26.08924549427941	570.5719009991412	158.18430838394363	32.43742469204546	853.8921432684043	193.6347725025643	38.7290492827696	54.5850039899779	116.36133917795482	65.89371604049643	18.84213865275996	191.0493468337499	57.46380059205877	13.88063255676986	105.24960422063646	102.476108180392	31.26717429083828	256.30735796906123	22.71136535416015	32.00000004083034	170.1114120702744	52.598109834953846	55.08916741022971	187.62756229987446	76.57294606997856	48.077137128785736	72.74685919828823	11.960570921191778	59.22983563809575	137.55769421685113	17.222745697652453	18.235966904255417	98.83955658897985	73.47885204456111	42.11700835388465	289.7908772155282	50.5500711070352	40.752863809959365	180.57666266530168	38.96282062961461		26.275585483158046		18.29604944815944	156.58400342357248		47.46361578470828	182.0689329240733		46.00000000000001	150.00588711359538		28.0000000054931	137.73027470561902		20.64176135299049	76.11003926471027	12.359690272856009	95.4521287066078	488.0201989946051	163.40371873778875	33.449216058481824	126.45544711718806	14.800592315580754	56.12145869809463	154.99063040022813	22.07604039021398	28.0155538883099	126.83941036536774	63.730836362867684	42.729828320914585	237.37152413753535	23.399895719275793	30.992568540297423	95.37106860763988	17.671924630815216	96.23484020973973	269.5043233480615		55.89835738662389	90.02200303734324		94.40476566224407	225.7961960843692	29.510588655489585				22.988245825729912	43.868857543019104	14.836517852101643		240.316677146033	41.47646290898268	43.13346070542681	157.23390770028436	33.10049206047746					31.01909486578839	30.64234419891158		104.72396574248367		55.46309087122946	32.11443622951985	93.39386929077		233.6925732687183	21.770500237464503		102.53604275784191	66.43739003842882				16.0	119.39788699932231			47.19272860287355	112.27274024848059	25.0	41.636723576916026	33.71886744019824	40.18601324753742	80.7822947694648	18.5727000189476	25.000044460344	161.85220701064083	37.09986056934703	19.956739078070605	182.5359131644052	52.04935130816606	43.99999985147705	239.3007021106712	66.82750829264808	86.083206618892	112.11040093770032	53.58660331476338	48.0	136.2399344538544	54.72021030360862		67.34716114383714		62.853694412998735	155.24236133447076	26.092153197840574	51.0000168555952	120.77459212094477	37.99992880995132	138.42452437961234	29.999999995751622	367.9353260329121	44.79136723798753	174.0572854750467	50.00000340340101	245.19893169235706	81.99999999218512	230.85652749696308	20.999999999851717	309.56728033781434	19.999999999478337	218.22126387908665	26.0	386.8869879242453		232.934252138706	25.999999999997883	416.5070132195678	31.0	476.90725526992105	106.20027285487657	137.38265702017114	155.6245805056369	704.1788338240139	145.28695092792827	473.53364884007857	77.18385109980548	204.71138474010945	391.22842005685493	280.04832995609854	249.88931301098043	372.34127486997005
Colibacter																																																																																																																																																																																																																															11.966912947300644																																															
Colidextribacter	13.4993197861077	30.528819693756244	11.995978159176005	32.76864526763841	14.3005814637172	15.21132781782535	13.077181382465112	17.759694775816605		15.930804304963653	47.46387562216095	11.100044783863144	16.36545351130213	37.01200299069082	16.701636085296485	15.44156916149942	30.52964143782386		23.28858100028421	24.137347436876283	14.060184129780984	13.294455413592312	26.0882917264512	11.67056731128637	12.154101384884624	14.468125087557528	14.31115360464044		34.20778334371609	14.1338165520209	12.169908413825162	23.741895620831503	14.034637583183086		26.60661298485193			26.73262068441432		15.647308147306022	21.21554993736654		11.750228508064009	20.682568120593423	12.003040101227194				21.296574447803867	26.028721033294307			23.707508013704107			13.462506619811649	31.009118956809928			29.08118926955737		32.74655954669812	56.96372322050055		26.784814675164583	42.274285985369225	11.74824135683492	11.402574469017026	39.73642708375269		45.25463951016646	68.30627041268168		27.245972537736325	13.279799123617094					14.053944161933517	35.157828271793925		21.8818105032648	44.85263534836768		21.075321565229373	25.826899883537905		44.56331494840994	33.619630506955815		39.97268916545085	32.30681993221511		72.97476845217521	55.46009919210938		21.3944056172423	36.62191204877546		23.756608384226148	45.35233436385413		18.152722829283743	54.64325300326563		40.366525629909525	96.28168183261396		26.54585320068015	71.56619987110449		49.69975371382337	59.09191675882711		32.072026738842055	86.64649308859278		142.49233792673343	97.3562710365376		92.90741387651464	122.0111195154273		22.17577653774456	22.265450404292128		58.90467002144779	39.44381786843236		91.42054200663762	47.96699915230544		81.81451605514319	70.09430982935027		164.8007865930155	77.78545212598763		66.52740408924092	41.325250667207925		149.12212532531865	68.36088316911295		58.91115055247128	112.27723966000252		81.41075664828969	114.94535832942958		84.23768907611637	219.1039194581253		88.49875628057723	135.32123092017366		64.20196024141144	76.90094245332907		95.62471727215028	132.83668502896214		96.12535549261952	74.74827875786488		318.78022191889505	178.35115783092803		34.07150051569166	13.020322338972749		72.40168892884773	223.88247056852683		116.8612562869568	165.0478694395392		101.48804498697454	205.3889418238316		22.93444342473492	21.95362135700708		106.90025160149632	276.9211026313332		98.83805169710266	113.99138925175065		54.69742992628591	290.12198487837844		148.1070494903546	117.56198766354308		98.84261472822578	238.23894039314104		25.46584149398836			142.12447342762243	95.72755361237977		92.15159154355582	193.7749940513788		55.14677728526989	228.32763801070135		71.11558746412865	120.6091200031738		161.56022422862023	103.4605776578079		75.61824246021877	145.0698153915669		98.50549370539308	187.7170235225332		106.82430886347235	238.3517481481868		105.47933131243076	108.61063452853308		55.671823585778434	59.67432273420074		129.2798155410448	138.0624036066935		102.67010343611564		153.62659086664945		242.51448313758505		105.2298791773073		110.24566465348876		152.40326284673617		34.77584134101871		16.13869894690711		39.11245436271945		23.891804433683387		31.580333708645632		48.649688365987416	24.043234317300897	30.95715190579035	15.57687630152042	36.09434993702542		39.99663819104992		19.0125860526684	14.869764155189433	26.74989807218344		29.313532945874424
