sample,size_factor
repBC73_Pl2,0.7922452435208344
repBC74_Pl2,1.0087815621570166
repBC75_Pl2,0.8339962234267593
repBC79_Pl2,0.7131586523586401
repBC80_Pl2,1.1575029641135557
repBC81_Pl2,1.8810940465952524
