sample_id	treatment	condition	medium	time	stirred	replicate
repBC07_Pl3	CGA	case	mBHI	0	Stirred	R1
repBC08_Pl3	CGA	case	mBHI	0	Stirred	R2
repBC09_Pl3	CGA	case	mBHI	0	Stirred	R3
repBC13_Pl3	WaterControl	ctrl	mBHI	0	Stirred	R1
repBC14_Pl3	WaterControl	ctrl	mBHI	0	Stirred	R2
repBC15_Pl3	WaterControl	ctrl	mBHI	0	Stirred	R3
