sample_id	treatment	condition	medium	time	stirred	replicate
repBC73_Pl2	CGA	case	GAM	48	Stirred	R1
repBC74_Pl2	CGA	case	GAM	48	Stirred	R2
repBC75_Pl2	CGA	case	GAM	48	Stirred	R3
repBC79_Pl2	WaterControl	ctrl	GAM	48	Stirred	R1
repBC80_Pl2	WaterControl	ctrl	GAM	48	Stirred	R2
repBC81_Pl2	WaterControl	ctrl	GAM	48	Stirred	R3
