repBC43_Pl2	repBC44_Pl2	repBC45_Pl2	repBC49_Pl2	repBC50_Pl2	repBC51_Pl2	genus
2678.513966839364	2699.9410128350983	2684.3737698236246	2126.0441786448214	2596.834205137011	2361.306536146406	Acidaminococcus
0	0	25.466652067898057	0	0	0	Acutalibacter
143.11829662520233	150.74952957485806	115.0715389734653	144.20347670280003	162.24932228646475	96.10569271843141	Adlercreutzia
148.62284649540243	132.96447271490288	170.72088978850178	171.00235290420534	104.78602064334181	114.706794534902	Agathobaculum
0	0	0	34.4556979732354	0	0	Alginatibacterium
369.9057512774461	410.7501227180121	372.5676876599901	381.5649516295328	449.5658305020794	276.94973815633995	Alistipes
345.68573184856564	383.6490836933185	419.7281544523939	484.93204554923904	366.7510722516963	426.7919472334642	Allisonella
20.917289506760344	15.24433445139014	22.637024060353827	0	16.055922517931407	18.601101816470596	Aminipila
352.2911916928058	346.38515503436486	384.82940902601507	361.1467602379859	366.7510722516963	421.62497450666683	Anaerobutyricum
56.14640867604092	59.28352286651721	81.11600288293455	67.63525898449913	94.64543800043776	68.20403999372552	Anaeromassilibacillus
1645.860411189827	1575.2478933103146	1610.058336292666	1587.514380692772	1550.6640958107437	1700.9674216617	Anaerostipes
22.018199480800362	32.18248384182363	33.01232675468267	39.56024582112213	24.506408053684776	24.80146908862746	Anaerotruncus
2000.3534228307128	2194.3372535306585	1791.1545287754966	1833.8088143533064	2387.2621638503274	1807.4070598337262	Bacteroides
322.5666223937253	344.6913400953215	393.3182930486478	335.6240209985523	314.35806193002543	387.52295450980404	Bariatricus
53.944588727960884	69.4464125007773	64.13823483766917	53.59775240281063	59.99844730384894	46.502754541176486	Barnesiella
390.8230407842064	55.89589298843052	16.034558709417293	76.5682177183009	32.95689358943815	59.93688363084969	Bifidobacterium
4387.126246549472	4645.287470326384	4793.389844779923	4259.745179061473	4194.821019947974	4707.11215411242	Blautia
209.17289506760343	260.84750061267573	303.71340614308053	298.6160491013735	243.3739834296971	342.05359451398704	Butyricicoccus
38.53184909140063	33.02939131134531	0	24.24660227746195	32.95689358943815	22.734679997908504	Butyricimonas
0	11.009797103781768	10.375302694328838	0	10.140582642904047	0	Caproiciproducens
0	0	20.750605388657675	15.313643543660179	8.450485535753371	0	Casaltella
237.79655439264388	182.08510594716	98.09377092819992	158.24098328448852	229.8532065724917	148.80881453176477	Catenibacterium
113.39372732612186	133.81138018442456	133.9357256904268	128.88983315913984	138.5879627863553	169.4767054389543	Christensenella
0	0	0	90.60572429998939	0	0	Citrobacter
0	0	12.26172136602499	0	0	0	Clostridioides
172.84286592428282	154.13715945294476	141.48140037721143	160.7932572084319	130.98252580417727	131.24110726065365	Clostridium
64.95368846836107	77.06857972647238	77.34316553954224	75.29208075632921	68.4489328396023	86.8051418101961	Colidextribacter
1923.2897246479115	1462.6091998639317	928.1179864745069	1198.292607291409	1218.5600142556361	1146.0345508036605	Collinsella
2642.1839376960434	2870.1694142089545	2539.119532103021	2628.8421416616643	2672.8885749587917	2641.3564579388244	Coprococcus
0	12.703612042825117	0	19.142054429575225	10.985631196479384	26.868258179346416	Cuneatibacter
164.03558613196267	17.785056859955162	0	28.075013163376994	20.281165285808093	13.434129089673208	Desulfovibrio
1117.4236236506183	1211.9245888855162	1249.752369998701	1421.6165756364533	1116.3091392730205	1320.6782289694122	Dialister
1713.015919606268	1803.9129100811665	1566.6707068436544	1416.5120277885667	1540.5235131678396	1496.3553016805233	Dorea
165.1364961060027	129.57684283681618	122.6172136602499	145.4796136647717	156.33398241143738	143.64184180496738	Duncaniella
14.311829662520234	16.091241920911816	17.920977381113445	0	14.365825410780731	23.768074543267982	Duodenibacillus
514.1249578766884	591.9883211956504	580.0737415465668	455.58089542389035	545.0563170560924	515.6638781343793	Dysosmobacter
51.74276877988085	60.130430336038884	32.06911741883459	44.66479366900886	59.1533987502736	32.0352309061438	Eggerthella
29.724569299080486	32.18248384182363	44.33083878485958	43.38865670703718	28.731650821561463	29.968441815424846	Emergencia
13.210919688480216	11.009797103781768	0	183.76372252392216	21.12621383938343	12.40073454431373	Enterobacter
170.6410459762028	183.77892088620337	154.68633107908448	172.278489866177	179.99534191154683	174.6436781657517	Enterocloster
332.47481216008543	239.67481387463388	331.06647688267475	333.0717470746089	256.0497117333272	381.3225872376472	Enterococcus
0	10.162889634260093	13.204930701873066	19.142054429575225	0	13.434129089673208	Enterorhabdus
0	25.407224085650235	10.375302694328838	17.86591746760354	23.66135950010944	0	Erysipelatoclostridium
3767.3139311649416	4472.518346543963	2237.2925446316367	8631.790410776455	3925.250531357441	1813.607427105883	Escherichia
297.24569299080486	367.55784177240673	370.68126898829394	358.5944863140425	369.28621791242233	388.55634905516354	Eubacterium
1493.9348347723044	1359.2864885822876	1375.199211666495	1163.8369093181736	1411.2310844708131	1411.6169489610463	Faecalibacterium
1371.7338276538624	1442.2834205954116	1630.8089416813236	1248.0619488083046	1300.5297239524439	1603.828334397909	Faecalicatena
598.8950258777699	631.7929722631692	743.248956648284	615.0980156703505	639.7017550565303	708.9086581166016	Faecalimonas
26.42183937696043	0	0	0	9.29553408932871	0	Faecalitalea
13.210919688480216	10.162889634260093	14.148140037721141	0	0	0	Falcatimonas
280.7320433802046	287.9485396373693	310.3158714940171	299.89218606334515	316.89320759075144	283.15010542849683	Flavonifractor
771.7378918020527	743.5847582400302	667.7922097804379	639.3446179478125	683.6442798424478	610.7361763074512	Flintibacter
0	14.397426981868465	20.750605388657675	19.142054429575225	9.29553408932871	23.768074543267982	Fournierella
0	0	0	0	10.140582642904047	13.434129089673208	Frisingicoccus
452.47399933044744	506.4506667739613	476.3207146032785	467.06612808163544	439.42524785917533	494.99598722718974	Fusicatenibacter
351.19028171876573	374.33310152858013	424.44420113163426	437.7149779562868	404.7782571625865	412.3244235984315	Gemmiger
96.8800777155216	61.824245275082234	49.99009479994803	59.978437212669036	17.74601962508208	26.868258179346416	Hespellia
406.2357804207667	381.9552687542752	261.2689860299171	422.4013344126266	398.0178687339838	227.34679997908506	Holdemanella
20.917289506760344	16.091241920911816	20.750605388657675	0	21.971262392958767	0	Holdemania
45.13730893564074	37.263928658953674	36.78516409807497	51.04547847886727	35.49203925016416	50.6363327226144	Hungateiclostridium
393.0248607322864	422.60682729131554	376.34052500338237	359.8706232760142	367.59612080527165	412.3244235984315	Hungatella
0	11.009797103781768	13.204930701873066	17.86591746760354	0	0	Hydrogenoanaerobacterium
39.63275906544065	38.11083612847535	35.84195476222689	58.702300250697355	35.49203925016416	42.369176359738574	Ihubacter
0	0	11.318512030176914	0	0	0	Intestinibacillus
27.52274935100045	16.93814939043349	27.35307073959421	26.798876201405314	28.731650821561463	33.06862545150328	Intestinibacter
68.25641839048112	55.04898551890884	65.08144417351726	76.5682177183009	69.29398139317765	65.10385635764709	Intestinimonas
0	0	13.204930701873066	111.0239156915363	0	0	Klebsiella
18.715469558680308	35.570113719910324	23.580233396201905	31.903424049292042	17.74601962508208	21.701285452549026	Laceyella
265.31930374364435	251.53151844793732	252.7801020072844	223.32396834504428	245.06408053684777	275.9163436109805	Lachnoclostridium
101.28371761168167	102.4758038121226	88.66167756971916	116.12846353942302	101.40582642904046	107.47303271738566	Lachnospira
201.4665252493233	217.65521966707033	219.76777525260175	187.5921334098372	236.6135950010944	275.9163436109805	Lacrimispora
19.816379532720326	22.86650167708521	24.52344273204998	17.86591746760354	29.5766993751368	16.53431272575164	Lactobacillus
101.28371761168167	69.4464125007773	52.81972280749226	130.1659701211115	100.56077787546512	65.10385635764709	Longibaculum
0	8.469074695216745	0	0	10.985631196479384	0	Massilimicrobiota
0	14.397426981868465	26.40986140374613	15.313643543660179	21.971262392958767	13.434129089673208	Massiliprevotella
19.816379532720326	27.94794649421526	27.35307073959421	38.28410885915045	23.66135950010944	26.868258179346416	Massilistercora
1540.1730536819853	1611.6649144997466	1600.6262429341853	1551.7825457575648	1532.0730276320862	1646.1975107576477	Mediterraneibacter
38.53184909140063	52.50826311034382	48.103676128251884	51.04547847886727	44.78757333949287	42.369176359738574	Megamonas
14.311829662520234	15.24433445139014	14.148140037721141	0	16.055922517931407	37.20220363294119	Megasphaera
0	0	0	17.86591746760354	0	0	Metakosakonia
14.311829662520234	11.856704573303443	0	12.761369619716817	10.985631196479384	18.601101816470596	Mitsuokella
330.2729922120054	361.629489485755	253.72331134313248	321.5865144168638	332.9491301086828	306.9181799717648	Mogibacterium
26.42183937696043	27.94794649421526	24.52344273204998	26.798876201405314	32.111845035862814	29.968441815424846	Monoglobus
14.311829662520234	16.93814939043349	15.091349373569217	15.313643543660179	15.210873964356068	0	Mordavella
0	0	11.318512030176914	0	10.985631196479384	0	Muribaculum
471.18946888912774	405.6686779008821	475.37750526743037	463.23771719572045	482.52272409151755	528.064612678693	Negativibacillus
23.11910945484038	23.713409146606885	30.182698747138435	34.4556979732354	31.266796482287475	35.135414542222236	Neglecta
0	0	0	33.17956101126372	0	0	Neptuniibacter
29.724569299080486	25.407224085650235	20.750605388657675	21.69432835351859	30.421747928712136	11.367339998954252	Odoribacter
15.412739636560252	8.469074695216745	0	15.313643543660179	10.985631196479384	14.467523635032686	Olsenella
568.0695466046493	564.8872821709568	552.7206708069726	532.1491131421913	534.070685859613	550.7992926766015	Oscillibacter
1521.457584123305	1084.0415609877434	1332.7547915533316	1259.5471814660498	1233.7708882199922	1690.633476208105	Paeniclostridium
18.715469558680308	14.397426981868465	28.296280075442283	22.97046531549027	22.816310946534102	22.734679997908504	Papillibacter
1534.668503811785	1438.0488832478031	1171.4659951233107	1316.9733447547753	1505.0314739176754	1150.1681289850985	Parabacteroides
12.1100097144402	16.93814939043349	16.97776804526537	0	18.59106817865742	19.634496361830074	Paraprevotella
504.21676811032825	459.0238484807476	399.92075839958426	393.05018428727794	528.1553459845858	336.88662178718965	Parasutterella
52.84367875392086	24.56031661612856	16.97776804526537	24.24660227746195	12.675728303630057	20.667890907189552	Pediococcus
14.311829662520234	0	16.034558709417293	0	10.140582642904047	0	Peptoniphilus
168.43922602812276	171.9222163128999	143.36781904890756	148.03188758871508	132.67262291132795	104.37284908130722	Peptostreptococcus
215.77835491184354	221.04284954515703	232.9727059544748	241.18988581264782	208.7269927331083	237.68074543267983	Phascolarctobacterium
4775.747467385599	5122.096375667087	4209.543265889964	4137.236030712192	5168.316953666762	3435.003468774903	Phocaeicola
121.10009714440199	111.79178597686104	109.41228295837684	126.33755923519648	123.37708882199922	110.57321635346409	Phocea
85.8709779751214	95.70054405594921	80.17279354708647	107.19550480562125	154.6438853042867	136.40807998745103	Prevotella
0	0	0	19.142054429575225	0	0	Pseudobutyrivibrio
71.55914831260117	71.14022743982065	78.28637487539032	71.46366987041417	80.27961258965703	80.60477453803925	Pseudoflavonifractor
0	16.091241920911816	0	0	0	0	Raoultibacter
14.311829662520234	12.703612042825117	16.034558709417293	19.142054429575225	21.971262392958767	19.634496361830074	Robinsoniella
140.91647667712232	165.9938640262482	184.8690298262229	229.7046531549027	148.72854542925936	174.6436781657517	Romboutsia
295.04387304272484	320.13102347919295	318.8047555166497	345.8331166943257	286.4714596620393	372.0220363294119	Roseburia
376.5112111216862	425.99445716940227	463.1157839014054	708.2560138942833	716.601173431886	901.1200435534644	Ruminococcus
30.825479273120504	27.94794649421526	29.23948941129036	26.798876201405314	19.436116732232755	27.901652724705894	Ruthenibacterium
93.57734779340153	99.08817393403591	96.20735225650377	183.76372252392216	76.05436982178034	37.20220363294119	Salmonella
144.21920659924237	146.51499222724968	109.41228295837684	82.94890252815931	131.8275743577526	100.23927089986931	Senegalimassilia
136.51283678096223	171.07530884337825	62.251816165973025	269.2648989760248	110.70136051836917	55.80330544941179	Shigella
55.0454987020009	43.1922809456054	49.04688546409996	42.11251974506549	59.1533987502736	32.0352309061438	Slackia
0	0	0	19.142054429575225	17.74601962508208	0	Spiroplasma
40.73366903948067	34.72320625038865	34.89874542637882	44.66479366900886	53.23805887524624	50.6363327226144	Sporobacter
417.24488016116686	287.10163216784764	400.86396773543237	372.631992895731	345.6248584123129	479.49506904679754	Streptococcus
0	9.315982164738418	0	0	0	18.601101816470596	Subdoligranulum
2955.9432802974484	3263.1344800670117	2561.7565561633746	2682.4398940644746	3390.3347969442525	2471.8797524998704	Sutterella
20.917289506760344	18.631964329476837	31.125908082986513	26.798876201405314	31.266796482287475	38.23559817830067	Terrisporobacter
33.02729922120054	24.56031661612856	33.95553609053074	42.11251974506549	10.985631196479384	19.634496361830074	Tyzzerella
