sample_id	treatment	condition	medium	time	stirred	replicate
repBC58_Pl2	CGA	case	GAM	48	Static	R1
repBC59_Pl2	CGA	case	GAM	48	Static	R2
repBC60_Pl2	CGA	case	GAM	48	Static	R3
repBC64_Pl2	WaterControl	ctrl	GAM	48	Static	R1
repBC65_Pl2	WaterControl	ctrl	GAM	48	Static	R2
repBC66_Pl2	WaterControl	ctrl	GAM	48	Static	R3
