sample,size_factor
repBC49_Pl3,1.2982050624510337
repBC50_Pl3,1.1751814840625325
repBC51_Pl3,2.3260070431004203
repBC55_Pl3,1.0625407591217946
repBC56_Pl3,2.1098367525299455
repBC57_Pl3,0.14643534665945265
