genus	BC_01_PL1_both	BC_01_PL2_both	BC_01_PL3_both	BC_02_PL1_both	BC_02_PL2_both	BC_02_PL3_both	BC_03_PL1_both	BC_03_PL2_both	BC_03_PL3_both	BC_04_PL1_both	BC_04_PL2_both	BC_04_PL3_both	BC_05_PL1_both	BC_05_PL2_both	BC_05_PL3_both	BC_06_PL1_both	BC_06_PL2_both	BC_06_PL3_both	BC_07_PL1_both	BC_07_PL2_both	BC_07_PL3_both	BC_08_PL1_both	BC_08_PL2_both	BC_08_PL3_both	BC_09_PL1_both	BC_09_PL2_both	BC_09_PL3_both	BC_10_PL1_both	BC_10_PL2_both	BC_10_PL3_both	BC_11_PL1_both	BC_11_PL2_both	BC_11_PL3_both	BC_12_PL1_both	BC_12_PL2_both	BC_12_PL3_both	BC_13_PL1_both	BC_13_PL2_both	BC_13_PL3_both	BC_14_PL1_both	BC_14_PL2_both	BC_14_PL3_both	BC_15_PL1_both	BC_15_PL2_both	BC_15_PL3_both	BC_16_PL1_both	BC_16_PL2_both	BC_16_PL3_both	BC_17_PL1_both	BC_17_PL2_both	BC_17_PL3_both	BC_18_PL1_both	BC_18_PL2_both	BC_18_PL3_both	BC_19_PL1_both	BC_19_PL2_both	BC_19_PL3_both	BC_20_PL1_both	BC_20_PL2_both	BC_20_PL3_both	BC_21_PL1_both	BC_21_PL2_both	BC_21_PL3_both	BC_22_PL1_both	BC_22_PL2_both	BC_22_PL3_both	BC_23_PL1_both	BC_23_PL2_both	BC_23_PL3_both	BC_24_PL1_both	BC_24_PL2_both	BC_24_PL3_both	BC_25_PL1_both	BC_25_PL2_both	BC_25_PL3_both	BC_26_PL1_both	BC_26_PL2_both	BC_26_PL3_both	BC_27_PL1_both	BC_27_PL2_both	BC_27_PL3_both	BC_28_PL1_both	BC_28_PL2_both	BC_28_PL3_both	BC_29_PL1_both	BC_29_PL2_both	BC_29_PL3_both	BC_30_PL1_both	BC_30_PL2_both	BC_30_PL3_both	BC_31_PL1_both	BC_31_PL2_both	BC_31_PL3_both	BC_32_PL1_both	BC_32_PL2_both	BC_32_PL3_both	BC_33_PL1_both	BC_33_PL2_both	BC_33_PL3_both	BC_34_PL1_both	BC_34_PL2_both	BC_34_PL3_both	BC_35_PL1_both	BC_35_PL2_both	BC_35_PL3_both	BC_36_PL1_both	BC_36_PL2_both	BC_36_PL3_both	BC_37_PL1_both	BC_37_PL2_both	BC_37_PL3_both	BC_38_PL1_both	BC_38_PL2_both	BC_38_PL3_both	BC_39_PL1_both	BC_39_PL2_both	BC_39_PL3_both	BC_40_PL1_both	BC_40_PL2_both	BC_40_PL3_both	BC_41_PL1_both	BC_41_PL2_both	BC_41_PL3_both	BC_42_PL1_both	BC_42_PL2_both	BC_42_PL3_both	BC_43_PL1_both	BC_43_PL2_both	BC_43_PL3_both	BC_44_PL1_both	BC_44_PL2_both	BC_44_PL3_both	BC_45_PL1_both	BC_45_PL2_both	BC_45_PL3_both	BC_46_PL1_both	BC_46_PL2_both	BC_46_PL3_both	BC_47_PL1_both	BC_47_PL2_both	BC_47_PL3_both	BC_48_PL1_both	BC_48_PL2_both	BC_48_PL3_both	BC_49_PL1_both	BC_49_PL2_both	BC_49_PL3_both	BC_50_PL1_both	BC_50_PL2_both	BC_50_PL3_both	BC_51_PL1_both	BC_51_PL2_both	BC_51_PL3_both	BC_52_PL1_both	BC_52_PL2_both	BC_52_PL3_both	BC_53_PL1_both	BC_53_PL2_both	BC_53_PL3_both	BC_54_PL1_both	BC_54_PL2_both	BC_54_PL3_both	BC_55_PL1_both	BC_55_PL2_both	BC_55_PL3_both	BC_56_PL1_both	BC_56_PL2_both	BC_56_PL3_both	BC_57_PL1_both	BC_57_PL2_both	BC_57_PL3_both	BC_58_PL1_both	BC_58_PL2_both	BC_58_PL3_both	BC_59_PL1_both	BC_59_PL2_both	BC_59_PL3_both	BC_60_PL1_both	BC_60_PL2_both	BC_60_PL3_both	BC_61_PL1_both	BC_61_PL2_both	BC_61_PL3_both	BC_62_PL1_both	BC_62_PL2_both	BC_62_PL3_both	BC_63_PL1_both	BC_63_PL2_both	BC_63_PL3_both	BC_64_PL1_both	BC_64_PL2_both	BC_64_PL3_both	BC_65_PL1_both	BC_65_PL2_both	BC_65_PL3_both	BC_66_PL1_both	BC_66_PL2_both	BC_66_PL3_both	BC_67_PL1_both	BC_67_PL2_both	BC_67_PL3_both	BC_68_PL1_both	BC_68_PL2_both	BC_68_PL3_both	BC_69_PL1_both	BC_69_PL2_both	BC_69_PL3_both	BC_70_PL1_both	BC_70_PL2_both	BC_70_PL3_both	BC_71_PL1_both	BC_71_PL2_both	BC_71_PL3_both	BC_72_PL1_both	BC_72_PL2_both	BC_72_PL3_both	BC_73_PL1_both	BC_73_PL2_both	BC_73_PL3_both	BC_74_PL1_both	BC_74_PL2_both	BC_74_PL3_both	BC_75_PL1_both	BC_75_PL2_both	BC_75_PL3_both	BC_76_PL1_both	BC_76_PL2_both	BC_76_PL3_both	BC_77_PL1_both	BC_77_PL2_both	BC_77_PL3_both	BC_78_PL1_both	BC_78_PL2_both	BC_78_PL3_both	BC_79_PL1_both	BC_79_PL2_both	BC_80_PL1_both	BC_80_PL2_both	BC_81_PL1_both	BC_81_PL2_both	BC_82_PL1_both	BC_82_PL2_both	BC_83_PL1_both	BC_83_PL2_both	BC_84_PL1_both	BC_84_PL2_both	BC_85_PL1_both	BC_85_PL2_both	BC_86_PL1_both	BC_86_PL2_both	BC_87_PL1_both	BC_87_PL2_both	BC_88_PL1_both	BC_88_PL2_both	BC_89_PL1_both	BC_89_PL2_both	BC_90_PL1_both	BC_90_PL2_both	BC_91_PL1_both	BC_91_PL2_both	BC_92_PL1_both	BC_92_PL2_both	BC_93_PL1_both	BC_93_PL2_both	BC_94_PL1_both	BC_94_PL2_both	BC_95_PL1_both	BC_95_PL2_both	BC_96_PL1_both	BC_96_PL2_both
Beduini																																																	0.0008695414379327																																																																																																																																																																																																											0.0002069368283384																		
Bifidobacterium	0.0053552696626823	0.0047729336099988	0.0033898696550719	0.0074183014105793	0.0039976293630279	0.0027912451975492	0.0029059029222567997	0.0026621677362440002	0.0021698511241034	0.0033556383790535	0.0026448595289473	0.0021413538843084	0.007992402003807	0.0135005878128087	0.0063296058807437005	0.0030196950567891	0.0029615505286906	0.0019517122920958	0.0050995910954015	0.0033022485304198	0.0015064883689246	0.0018741374584038	0.001382835566868	0.0013325052407841	0.0047801098252695	0.0057549443309865	0.0014745645397438	0.0059985477289555	0.0057213294596547	0.0028445536854209003	0.0016784536734438002	0.0020947525011437	0.0009524549969277	0.015446225120396	0.0139900055070378	0.0087400699114491	0.0018180427623964	0.0035486464948897	0.0011745442325182	0.0036709790036641	0.0022432386065149	0.0022004406782258	0.0052509891074966	0.0028315350006708	0.0022307071269092	0.0132574453379588	0.012553680230059601	0.011761323436879401	0.0060332027718676	0.0045625086617591		0.0825378739001905	0.0727152227563064	0.0628827224577809	0.0018107062058803	0.002311905498891	0.0005491672275244	0.0011670880412119	0.0017954864527873	0.0004852385386147	0.001614552571619	0.0015490833559352	0.0003396617689168	0.016014043552038802	0.0104512058995983	0.0027538270631917	0.0208861549573006	0.016804377734067198	0.0024851502950123	0.0020759579237817002	0.0014079765849693	0.0002463807582147	0.0036332433606349	0.0005778175086278		0.018931957260734798	0.0043473407214595	0.007071547420965	0.0164325775544138	0.0034655240852231	0.0044287584019213	0.0037957155759636	0.0014315497472934	0.0012743990884322	0.0361919927082579	0.0058009562038129	0.0066991333797683	0.0065803461769847	0.0010353059777809	0.0013238945725616	0.023343459583748897	0.0012070317591333	0.0004436261900498	0.37277067231307964	0.0458314912121974	0.0410045596660949	0.10305897048625569	0.0070625031341997	0.0038160750340612	0.0151960165495223	0.0027947254793443		0.0874062487745349	0.0046423631400027005	0.0029359637535798	0.0174364705232677	0.0007958307660607	0.0007412876406001	0.012953047337456999	0.0042960625275999	0.0006762005759936	0.1061819314943061	0.0056744089116411	0.0057943185221664	0.3919149994489185	0.0805197295424523	0.0907541679235474	0.0381097300231216	0.0008257949068761	0.0009242317418306	0.0128534361006497	0.001286725268155	0.0007779411135556	0.09141020802108481	0.0026784927742033	0.0054589947320194	0.0971027023036971	0.0074799093572228996	0.0055588123015368005	0.0158410984473779	0.0010500314870625	0.0008143198622225	0.0074394584719468995	0.0003343152395412		0.0063923986036398	0.0006185765896673	0.0003489183512161	0.009554989495502299			0.082513868114586	0.0047510223066591	0.0056039279412999	0.0141183199965455	0.0014008656120126	0.0007258535496121	0.0139844680324507	0.0006320185978751		0.0138381087926986	0.0012453428997739	0.0008853539294791	0.0221803342060005	0.0014262263863013	0.0014919377976702	0.0099841074829656	0.0008885160880999	0.0005100089251561	0.0865802176157245	0.0103280570232456	0.006341851644653401	0.0175891459812074	0.0022025536979823	0.0008407607380386	0.0173053369742663	0.0018810148999224	0.0008609200914914	0.019426737513657498			0.0656633185636509	0.0062148577242101995	0.0049882870109887	0.019545261167595	0.0010549832450635	0.0008844903503023	0.0771027854635481	0.0064673675037975	0.0048555407904057	0.0078291516028936			0.1082923729189641	0.014924606985558	0.0058611037588545	0.0215907374103929	0.0009456587059621	0.0010328712803958	0.0124915228520291	0.0007136455620677	0.0009854932926609	0.015262178295009799	0.0021837163191956	0.0006868721723174	0.0969301142630399	0.016240762837661	0.007067158435813701	0.0086805555555555	0.0012914602956021		0.009000072785316999	0.0012840614109808	0.0005788837476688	0.026976100953084402	0.0020802299024726	0.0014061504585489	0.017752176213936502	0.0008700696054448	0.0004292387440387	0.23078778270203412	0.029828801084977898	0.0204563186298246	0.0168002352550543	0.0016944950897412	0.0056422388477586	0.0125373307685677	0.0019750440096245	0.0014513469948296	0.0151338486528751	0.0022016789840289003	0.0010854817024298	0.0058419336145585	0.0005779742545467	0.0002973725015399	0.0066935756365397005	0.0006015361428319	0.0005173075334985	0.057686307365509504	0.0062484917618641	0.0041433192328508	0.0146514468085024	0.0016765448213657001	0.0011542809956325	0.0461317551685375	0.0026365099695472	0.0430342067410506	0.0098447059679277	0.2025896137848374	0.0259171306317524	0.006085636667773901	0.0007214966154201	0.0051912759311207	0.0003987003049777	0.0089919072981307	0.0005438246563514	0.0090618865934232	0.0012753161066204	0.0073430072978973	0.0007847380921457	0.0171471605600733	0.0013985413734013	0.0255330854683849	0.0019804372893201	0.0345017119517914	0.0036287731716934	0.0127628656209138	0.0012593997339507	0.0004568182397821		0.0010071806795958	0.001463509523318	0.0034922804169292	0.0020620512667814	0.0025976255550403003	0.0012544320794352	0.0593943154540035	0.0365359683872516	0.0378324518245848	0.0129848122242759
Blautia	0.1522738126413236	0.0919345712172285	0.11722579539869439	0.1344213621433415	0.0971549032416461	0.1150945485251333	0.1922052077902551	0.1112711584415594	0.11634613724765058	0.13612762657784439	0.0973010217744592	0.1306507871819674	0.147688344951964	0.1017937615497354	0.1316456018871437	0.1474963534274284	0.1116409115502778	0.12073423164111591	0.1642559084242317	0.1369205162108059	0.1112729949848732	0.15318207402991998	0.12023827830395871	0.0881225046624416	0.1556593889760818	0.1176053543943804	0.1073283622898584	0.163237327134986	0.1215350472085684	0.11643245908196231	0.1742758647595178	0.1321415973265647	0.1366463175708534	0.15814366249916698	0.1164945355015302	0.10093603068450441	0.1466280791517931	0.1155225093071312	0.1016164715113371	0.1647828434056764	0.0976820994834589	0.0980804277711308	0.1661678796992835	0.0964315072257956	0.0867833444079133	0.17797710171077	0.10965249974169	0.0847689867745181	0.160991073968137	0.1018993812747474	0.11334361138242419	0.1750393784836198	0.104915458403551	0.0969760011382588	0.17961466256781058	0.1171426626607059	0.1817380984664872	0.1551835461964155	0.0968146350057702	0.14220944492210122	0.1653044498570016	0.1158599359190477	0.1852390227116861	0.1724571300935088	0.112928467671605	0.1086837891044789	0.144799903701377	0.09600307149009321	0.104181240279482	0.1768944409524094	0.11323840039224228	0.1128839484317284	0.1775884484629182	0.101674482984174	0.1399881297050935	0.1813016553390545	0.0886077208814577	0.1633780578438372	0.1608834908171703	0.08657592100545461	0.1350943872100748	0.1474515830036243	0.0792437517489811	0.1005506870145476	0.1748710400445203	0.08056629758856321	0.1073908629033012	0.1531539619848911	0.0844117209879333	0.09617101792588399	0.0261417455952496	0.1029609106240006	0.0983418623032072	0.0095486271464664	0.10428293145313611	0.0962665622236609	0.0270664356069936	0.0995373449051693	0.08710561972122391	0.025288426399787997	0.07888735527369489	0.1532083274527792	0.0208234875885492	0.08039439570135269	0.1307653161468414	0.0285103626868011	0.0771287312886473	0.1276475433527289	0.0447054628944044	0.0770563063888635	0.1127337341509247	0.0212222692906262	0.08686717158424079	0.1148192093857234	0.0108907720066961	0.07537695165205799	0.1031985043038417	0.012106718348105	0.08312899731250391	0.1361373055698718	0.0113440676069314	0.0785355462592568	0.1924018497330368	0.0149745618865192	0.07431652796441349	0.1469235211252665	0.0253419410941145	0.08402170131611869	0.0988230775136403	0.040875861813116005	0.0874856683113624	0.1024604132552984	0.041466769443846696	0.0999302629387687	0.1164401883822022	0.0180156096068659	0.1106134567080036	0.11709376050860411	0.022565481568061	0.1137959342175853	0.1071053223179473	0.0159622380593302	0.08489046352690649	0.07005781583030829	0.026443566628078202	0.0780978804441024	0.1221677956090363	0.0290442232624452	0.0804437502091474	0.11171215056638449	0.0346491541754193	0.0983541257172442	0.13512553314135428	0.0247627012116067	0.08219609139289259	0.1196070022890545	0.0246480925285079	0.0861604545998677	0.11578603817999031	0.0171135943678892	0.0744036451326468	0.13732727528924651	0.0335117675355895	0.0711374897465937	0.11474613099192969	0.036362084158151696	0.0790789274962666	0.11090493415201019	0.0367721638252561	0.0905779246244919	0.17640637176215782	0.0176753858440041	0.088129261505808	0.1430738941963441	0.0167310690638333	0.0916529172431554	0.12767024924322928	0.0101696839529134	0.092654888424715	0.135763176936711		0.086663478311718	0.156164093894335	0.0019054404191179999	0.0866440930035476	0.1491691324388424	0.0030626914223444	0.08281618177087201	0.1430381456254516	0.0026091577723462	0.10149419044296361	0.1724603213066363	0.0020384187312081003	0.0848843169360407	0.1371462229884522	0.011326829949185	0.11457077382972829	0.1789747830734495		0.1096088159635562	0.1736983282636305	0.0043073197758209	0.1108815380593272	0.1712633106655961	0.001686660327777	0.0989163540363761	0.15396806031890511	0.0010765522244844	0.1042083685876189	0.1713204749569907	0.0008765435400962	0.0830812707882695	0.1753241440807686	0.0015642778895012	0.0838371544532982	0.1204173649369691	0.0062296321958441	0.0925875095978661	0.1254864463430901	0.0018927407207969	0.097315047167536	0.1464577511516004	0.0016960883301435	0.12756824588525262	0.1986840175703235	0.0015324553134842	0.1019627361923949	0.1470747454879391	0.0009582207263746	0.1046836065271277	0.1497203513201144	0.0010364406746916	0.104613760553969	0.1456599663024602	0.0008796043754677	0.12269507791572501	0.001247638762925	0.1089662961447402	0.0012778136534414	0.1076277146849111	0.0009411281323998999	0.0969386285779799	0.0019618461793084003	0.0977523274116965	0.002531373646421	0.11315996243703572		0.11838934894301241	0.008085799599896101	0.13344735136040148	0.0014743188654551	0.1189737324929281	0.0036105333772106004	0.09420438845724749	0.0007182993213271001	0.0957174010822598		0.1024679523149777	0.16154824572233	0.1267798799919921	0.1053536610236144	0.08766137888013639	0.132117297249789	0.0967589158381805	0.1215672356246959	0.1062542372186796	0.0918602052702789	0.091682426914349	0.0891604828416376	0.0886489809329793
Breznakia																																																																																																																							0.0001275828519256																								0.0001108602756553																																																																																																																															
Butyricicoccus	0.0042293985624126	0.0037999325467939	0.0028276142996125	0.0031914345425116003	0.0044949824573668	0.0025042549729309	0.0051215067337933	0.0051097886391602	0.0033270783404189	0.0030009819891435997	0.0047114419780507	0.0029477394265809	0.0031483503230835	0.005051367687969799	0.0030798474608329	0.002773531392218	0.003533964569936	0.0025321906889653	0.0038391669443301	0.0047678643343728	0.0017522495517174	0.0026742484908499	0.0041377530298731	0.0016558148127255	0.0039634038243763	0.0055167865597728	0.0018841630246595	0.0032320622095829	0.004433909831644299	0.0021272004600127	0.0037130172291245	0.0058117010224222	0.0034884768649911	0.0028466314952409	0.0047015872141871	0.0027147967839275	0.0033801519612517	0.0054344990745114	0.001845548262596	0.0032566532073391	0.0041932936818298	0.0021474874354067	0.0031621970026594003	0.0046228522162823	0.0015078302380383		0.0040505732118093		0.0020421654063644	0.0040741440691008	0.0030945111333077	0.0026239556736138	0.0052747649251636	0.0017640885202807	0.0031065446977346	0.006581157335911501	0.002457938953788	0.0018884225159572	0.0054247939115009995	0.0017926504318435	0.0040798295959395	0.0063991646539955	0.0023328865664447	0.0035211180569919	0.005582822234691799	0.0043930670431998	0.0025868238359818	0.0043177110470943	0.0043742901813055	0.0033569458341722	0.0070662956748578	0.0043443604534778	0.0039218530852028	0.0065112226656444	0.0046878287756236	0.0049960557454641	0.0036698016616915		0.0029531388523501	0.0042747842949884	0.0020280323478257	0.0021803079924205	0.0040323792259111	0.0032617500084299	0.0025955852095237	0.0033012848001509	0.0029759463876271	0.0027493873336246	0.0039330724031695	0.003862062033128	0.0007287523153068	0.0076610456318167	0.0033418915256785	0.0005332600096533	0.0062621517721731	0.0032951992110405		0.0085639371436632	0.002287660313112	0.0013122517973104	0.004533609430075599	0.002490523080439	0.0008073394495273	0.0043265461265915	0.0015253991444005	0.0006640153337901	0.0040194557935361	0.0027158289074433	0.0009167128219334	0.0043700000796604	0.0029298947964633		0.0032633605133337	0.0033657862469136		0.0026672801677272	0.0018513838307213	0.000404876575736	0.0032974169783573	0.0010515288787403	0.0004685418120952	0.0055834280205909	0.0023477401382447	0.0005373124658604	0.0036718507416478	0.0022362024423129	0.0004879408856255	0.0040089995167043	0.0029916468667929	0.0009077196166342	0.004907966844909501	0.0034086241633028	0.0007561457199875	0.0063252008420889	0.003538569077995		0.0085283888632664	0.0037734139809383		0.0091637902259312	0.0038325863876248		0.0044969914607005	0.0016703180914931	0.0006455777946715	0.0054748118209826	0.0026017169052111	0.0005043972849145	0.004660150378277999	0.0033301740721033	0.0006237335729741	0.0071427342933467995	0.0038209984264178		0.0047283330626071	0.004275661540729	0.0004167580610125	0.0049555213426389	0.0047484389759144		0.0037638098460686	0.0046203252887238	0.0009466089654687	0.0046389937597943005	0.0040236617448952	0.000345139181086	0.0045075404397424	0.0037589473274139		0.0058347530493612			0.0038170809221686	0.0034511242809003		0.0046234524949878	0.0040630160070091	0.0002778236796338	0.0046332189959673	0.0036558666274763		0.0117004378477329	0.0053001288431867	0.0006800010333991	0.0081040447836814	0.0036649040760963		0.0080410626013928	0.0027988897711361	0.0002723338475094	0.0050750349585804	0.0034117237060377		0.0050221408129021	0.0032527142939118	0.000648026184324	0.0075233391157871	0.0041832313755249		0.0058014730262097			0.0070197792220803995	0.0038291353760648	0.0005038294035055	0.0056801846512597	0.0032040561972289		0.0056379667509014	0.0038935534638491		0.0035520820117315	0.002704500637625		0.0030095960074905	0.002036392685977	0.0007505205624902	0.0040793379998955	0.0045309491688709	0.0011551459981834	0.0043969845346257	0.0035278517214954	0.0016894778047633	0.0067179176069021	0.0057735784279843		0.0066947200492789	0.003335592246923		0.0060062015685978	0.0028779433899573	0.0003318708972909	0.0054448841178015	0.0035974165403293	0.0015511940487987	0.0045993665678643	0.00142741042128	0.004362474021150101	0.0012024356786781	0.0052095196785509	0.0007686743930982	0.0048831635024593	0.0009824799708538	0.0050722849267861		0.0063087927104616	0.0030222802814599	0.0036503118464450996	0.0028453432717401002	0.0031418868116936	0.0015636957529496	0.0033780658259070003	0.0020794254340441	0.0023283920633154		0.0029463280685657002	0.00180636075793	0.0033957194683363998	0.0022417399809609	0.0031826331877181	0.0027820244512542	0.0026832789385578	0.0040231455260321	0.0036463464333565	0.0037344571593309	0.0027232415381834	0.0036584038336153002	0.0024033488637748	0.0035618186722466	0.0021631619911936
Butyricimonas		0.0004471119219786									0.0002789981986753			0.0002597149628283			0.000305249571899						0.0002957375503809						0.0004303116516606												0.0004032679414155																					0.0002476250506506				0.0003528047981452					0.00038805931671419996																					0.0004256895471852			0.0005076324179421						0.0003184459836			0.000621559222338			0.000779925889894			0.0006881932408585									0.0007538937862282			0.000584253999631						0.0007368937612497			0.0006220889874487												0.0004355409522417			0.000444590020832			0.0006255003599563			0.0004749875855517			0.0005276408497408			0.0007334257578339			0.0006194677739173			0.0007261165469309			0.0006840339891218									0.0003568328958996			0.0003624330286794						0.0007854881601393			0.0007283879286177						0.0007438001147731001									0.000467583712422			0.0006321965861077									0.0004981416772616			0.0005097429849091			0.0005900443780038												0.0004128955538515	0.0004998158573157				0.0006038328540486		0.0004472113249712		0.0003295913649912		0.0006935281610046		0.0003183001595997		0.0003305056737802										0.0002752797939565				0.0003588703385863		0.0004302777873395						
Butyrivibrio		0.0005602492709380999						0.0002718826820497						0.0001477711739091			0.0001945512867403			0.0003245051429993	0.0001406380699233	0.0002786426735007	0.0001487451945297									0.0002350332659181												0.0001887964454499					0.0002953009568043					0.0002992486660736								0.0001632331800611			0.0001683809955828						0.0001787194128199	0.0002312605353577																	0.0002111855037739						0.0002266385519513				0.0006112003957313						0.0004867520069188		0.0002170155277538	0.0004097694584039											0.0002775463290973			0.0003299863121982															0.0002228119678792						0.0002332291108724						0.0001624566751546				0.0002360749918403					0.000306916805039			0.0001641485374885						0.0002028250259878	0.0002428205342126						0.0002901355223698		0.0002311091936087			0.0002931508996655							0.0001803390266016						0.0004834486302698			0.0005314957454857			0.0003837120557366					0.0002960955051088				0.0003446264361789		0.0007458261347508	0.0003937432144528		0.0005812726460633	0.0003148606062099		0.0002875382662454			0.0004804141641812				0.0003055430550892		0.0003419620260195	0.0003151380305019								0.0002180657820993			0.0003910479660692		0.0003338899097696		0.0003317944909121		0.0002016295452817		0.0002566918650101		0.0003210043634992						0.0002153520380385							0.0002614290408773											
Caldicoprobacter		0.0006210097154249		0.0005675024634643															0.0003260147602402																														0.000423274608675	0.0002865712022188																																																																								0.0003973217612162																																													0.0001758667158428																																																																																																				0.0005303107794311			
Caproiciproducens		0.0006455201994933		0.0005614245494972		0.0002095439750173		0.000608747902231		0.0002437744927285	0.0003123792110406			0.0001686701699946	0.0002870745979453		0.000355708563768				0.0002447726595617		0.0002259772842619		0.0004040318836733				0.0004483068126968	0.0003235975974068		0.0002408582706645			0.0003252202718337			0.0003211402898827			0.0003812119947888	0.0004696489221373	0.0003951519460684	0.0002284159891258						0.0005739913373035												0.0003601291463149			0.000311183097157			0.0003069838692322			0.0002066136327862																		0.0002125760806315									0.0003842117498364			0.0002232695772574												0.0002424591333084						0.000156325385546			0.0001853703140253	0.0002450563833475								0.0002000533880122			0.0002218724200101			0.000184628658424			0.0005159996251241			0.0001665760552347				0.0004407314655043		0.0001921419317474				0.0002875847048778								0.0001744814497868						0.0002082778988118									0.0001785902278724	0.0003055302604886		0.0002139167896488							0.0002302330910233		0.0002902744410324				0.000255429395286		0.0001936469491358			0.0002520279286112						0.0002259650348634			0.0004091156989661				0.000416914415415		0.0004008064139574			0.0003252736460196						0.0003227237938409	0.0003115710042182			0.0003350277439235		0.0002675995883674	0.0003328689868453					0.0002922028476497			0.0003248925222204		0.0001751153915991		0.0002546203992507		0.0003251843585779				0.0003557089109629		0.0005820054843104		0.0003878143874048		0.0004007949915499		0.0003334374853256		0.0004098658847867		0.0003293152848918	0.0004621204677363	0.0003122283505326	0.0012268011598083	0.0003194847035394	0.0004971162043406	0.0003758296353591	0.0006186028610023		0.0005582313686573	0.0005254784780677		0.0004898878282901
Casaltella																																																																																									0.0002330513084213			0.0007682987259676			0.0003604146271047									0.0005000398192839									0.0002900649061148						0.0004036080453434			0.0007213291542599												0.0004336374973043			0.0003175622108717						0.0009479965410919			0.0002907422148107			0.0001631537394055															0.00076213649471			0.0013956697822268			0.0012709022013578			0.0007417759536349						0.0002328071688167						0.0008154840264835			0.0007756656168174						0.0005886803906072		0.00098380474039	0.0003460173656181						0.0003824222342969									0.0012520868429865			0.0003276372288252					0.00242548220224	0.0004358986944307		0.0131664166711138	0.0006812467935793		0.0004641844444852			0.0011901166805255			0.0008806002277778	0.000238618449336		0.0012901746043142	0.0007153862837234	0.0010298850464912			0.000352863948108	0.0029155623003686		0.0208033721112063	0.0008164959390554		0.0001879474011343			0.0011251509922988		0.0011688974431172																			
