"sample_id","Shannon","Simpson","Richness","Evenness","medium","treatment","stirred","time","replicate","condition"
"repBC61_Pl2",3.51599147026778,0.956469395983235,58,0.865913266393715,"GAM","DMSOControl","Static","48","R1","GAM_DMSOControl_Static_48"
"repBC61_Pl3",3.18920824005144,0.937681578138416,42,0.853261140163634,"mBHI","FecesOnly","Static","48","R1","mBHI_FecesOnly_Static_48"
"repBC62_Pl1",2.14291284814848,0.804533779218955,41,0.57704894631283,"Schaedler","Quercetin","Static","48","R2","Schaedler_Quercetin_Static_48"
"repBC62_Pl2",3.63362397394973,0.955292435586683,96,0.79608825215002,"GAM","DMSOControl","Static","48","R2","GAM_DMSOControl_Static_48"
"repBC62_Pl3",3.4544069392738,0.945410821034337,96,0.756823711593945,"mBHI","FecesOnly","Static","48","R2","mBHI_FecesOnly_Static_48"
"repBC63_Pl1",2.14136090746443,0.757144341265782,44,0.56587040149127,"Schaedler","Quercetin","Static","48","R3","Schaedler_Quercetin_Static_48"
"repBC63_Pl2",3.62095491847533,0.954065908537436,101,0.78458512735733,"GAM","DMSOControl","Static","48","R3","GAM_DMSOControl_Static_48"
"repBC63_Pl3",3.3960043864291,0.94447508618487,71,0.79668295166144,"mBHI","FecesOnly","Static","48","R3","mBHI_FecesOnly_Static_48"
"repBC64_Pl1",1.80841510168102,0.645069928743918,51,0.459942853678378,"Schaedler","CGA","Static","48","R1","Schaedler_CGA_Static_48"
"repBC64_Pl2",3.49496088773974,0.951156914194034,78,0.802202081151097,"GAM","WaterControl","Static","48","R1","GAM_WaterControl_Static_48"
"repBC64_Pl3",3.44106101181176,0.940773156844611,96,0.753899761250502,"mBHI","Quercetin","Stirred","48","R1","mBHI_Quercetin_Stirred_48"
"repBC65_Pl1",1.61941740416067,0.58891258189144,35,0.455487726139044,"Schaedler","CGA","Static","48","R2","Schaedler_CGA_Static_48"
"repBC65_Pl2",3.59282870621006,0.953437654426204,117,0.754451381953281,"GAM","WaterControl","Static","48","R2","GAM_WaterControl_Static_48"
"repBC65_Pl3",3.43395512781176,0.946479293844907,80,0.783645425757965,"mBHI","Quercetin","Stirred","48","R2","mBHI_Quercetin_Stirred_48"
"repBC66_Pl1",2.19940170556598,0.780277067862046,52,0.556635293141473,"Schaedler","CGA","Static","48","R3","Schaedler_CGA_Static_48"
"repBC66_Pl2",3.6022060678429,0.95419977629633,97,0.787417190893524,"GAM","WaterControl","Static","48","R3","GAM_WaterControl_Static_48"
"repBC66_Pl3",3.45675346419296,0.941243346229628,89,0.770112163128786,"mBHI","Quercetin","Stirred","48","R3","mBHI_Quercetin_Stirred_48"
"repBC67_Pl1",1.64382465407447,0.652662382661608,15,0.607014099445207,"Schaedler","DMSOControl","Static","48","R1","Schaedler_DMSOControl_Static_48"
"repBC67_Pl2",3.45243086606093,0.950106226124443,66,0.824037081487788,"GAM","FecesOnly","Static","48","R1","GAM_FecesOnly_Static_48"
"repBC67_Pl3",3.1381462993321,0.9341693179902,36,0.875716398664859,"mBHI","CGA","Stirred","48","R1","mBHI_CGA_Stirred_48"
"repBC68_Pl1",1.92476537848161,0.71794591060725,39,0.525380917369036,"Schaedler","DMSOControl","Static","48","R2","Schaedler_DMSOControl_Static_48"
"repBC68_Pl2",3.61177193204604,0.95525707308606,110,0.768383580182694,"GAM","FecesOnly","Static","48","R2","GAM_FecesOnly_Static_48"
"repBC68_Pl3",3.40776950512385,0.941370503261643,72,0.796828513212972,"mBHI","CGA","Stirred","48","R2","mBHI_CGA_Stirred_48"
"repBC69_Pl1",2.170979056132,0.776781615442628,44,0.57369721556055,"Schaedler","DMSOControl","Static","48","R3","Schaedler_DMSOControl_Static_48"
"repBC69_Pl2",3.4356049502964,0.943466493794644,95,0.754435183927182,"GAM","FecesOnly","Static","48","R3","GAM_FecesOnly_Static_48"
"repBC69_Pl3",3.4366143510011,0.942574823429315,95,0.754656841369562,"mBHI","CGA","Stirred","48","R3","mBHI_CGA_Stirred_48"
"repBC70_Pl1",1.59691168279877,0.613726759986023,34,0.452849806947232,"Schaedler","WaterControl","Static","48","R1","Schaedler_WaterControl_Static_48"
"repBC70_Pl2",3.45247006395759,0.945054207200843,78,0.792449117280331,"GAM","Quercetin","Stirred","48","R1","GAM_Quercetin_Stirred_48"
"repBC70_Pl3",3.42794509118433,0.940840559641527,92,0.758094951317127,"mBHI","DMSOControl","Stirred","48","R1","mBHI_DMSOControl_Stirred_48"
"repBC71_Pl1",1.70416177259461,0.717810049729935,40,0.46197274641059,"Schaedler","WaterControl","Static","48","R2","Schaedler_WaterControl_Static_48"
"repBC71_Pl2",3.57421037283644,0.948400678464378,96,0.783071365922025,"GAM","Quercetin","Stirred","48","R2","GAM_Quercetin_Stirred_48"
"repBC71_Pl3",3.48740061849956,0.943720353963238,85,0.784981853663345,"mBHI","DMSOControl","Stirred","48","R2","mBHI_DMSOControl_Stirred_48"
"repBC72_Pl1",1.71395664460542,0.627943371743372,44,0.452925675088524,"Schaedler","WaterControl","Static","48","R3","Schaedler_WaterControl_Static_48"
"repBC72_Pl2",3.51637885604168,0.949945976229708,106,0.754031259994661,"GAM","Quercetin","Stirred","48","R3","GAM_Quercetin_Stirred_48"
"repBC72_Pl3",3.29263877601852,0.933488091963543,81,0.749272243261158,"mBHI","DMSOControl","Stirred","48","R3","mBHI_DMSOControl_Stirred_48"
"repBC73_Pl1",2.16124383743079,0.747776511916997,54,0.541803078729352,"Schaedler","FecesOnly","Static","48","R1","Schaedler_FecesOnly_Static_48"
"repBC73_Pl2",3.55666265761578,0.951889829303435,96,0.779226848701917,"GAM","CGA","Stirred","48","R1","GAM_CGA_Stirred_48"
"repBC73_Pl3",3.48479283835997,0.9487940619095,87,0.7803100166355,"mBHI","WaterControl","Stirred","48","R1","mBHI_WaterControl_Stirred_48"
"repBC74_Pl1",2.16606724982272,0.734730737539103,57,0.535750626526896,"Schaedler","FecesOnly","Static","48","R2","Schaedler_FecesOnly_Static_48"
"repBC74_Pl2",3.56965437900835,0.952969795104497,105,0.767014351312108,"GAM","CGA","Stirred","48","R2","GAM_CGA_Stirred_48"
"repBC74_Pl3",3.44810487997168,0.944197463002511,96,0.75544299762609,"mBHI","WaterControl","Stirred","48","R2","mBHI_WaterControl_Stirred_48"
"repBC75_Pl1",1.98191439647548,0.680574468059338,56,0.492358071727522,"Schaedler","FecesOnly","Static","48","R3","Schaedler_FecesOnly_Static_48"
"repBC75_Pl2",3.61891668417236,0.955950732612373,93,0.798419690431271,"GAM","CGA","Stirred","48","R3","GAM_CGA_Stirred_48"
"repBC75_Pl3",3.40249524158123,0.935008455138411,87,0.761882052021768,"mBHI","WaterControl","Stirred","48","R3","mBHI_WaterControl_Stirred_48"
"repBC76_Pl1",2.13725521869202,0.762370596775276,47,0.555109943770143,"Schaedler","Quercetin","Stirred","48","R1","Schaedler_Quercetin_Stirred_48"
"repBC76_Pl2",3.62659803280801,0.956022348468941,96,0.794548943392889,"GAM","DMSOControl","Stirred","48","R1","GAM_DMSOControl_Stirred_48"
"repBC76_Pl3",3.42573026349885,0.942454746750886,87,0.767084806153803,"mBHI","FecesOnly","Stirred","48","R1","mBHI_FecesOnly_Stirred_48"
"repBC77_Pl1",2.3104209526386,0.842462065133335,36,0.644735242737131,"Schaedler","Quercetin","Stirred","48","R2","Schaedler_Quercetin_Stirred_48"
"repBC77_Pl2",3.66156622401756,0.958435065342296,87,0.819892869878535,"GAM","DMSOControl","Stirred","48","R2","GAM_DMSOControl_Stirred_48"
"repBC77_Pl3",3.40793831365971,0.943256040385272,74,0.791795253989215,"mBHI","FecesOnly","Stirred","48","R2","mBHI_FecesOnly_Stirred_48"
"repBC78_Pl1",2.27988096773795,0.823662557499807,53,0.574235098420809,"Schaedler","Quercetin","Stirred","48","R3","Schaedler_Quercetin_Stirred_48"
"repBC78_Pl2",3.53811952173652,0.948595580060508,106,0.75869319837449,"GAM","DMSOControl","Stirred","48","R3","GAM_DMSOControl_Stirred_48"
"repBC78_Pl3",3.45932370004424,0.944547914455534,91,0.766887927909647,"mBHI","FecesOnly","Stirred","48","R3","mBHI_FecesOnly_Stirred_48"
"repBC79_Pl1",2.05547188988721,0.704733632154875,54,0.515287067055981,"Schaedler","CGA","Stirred","48","R1","Schaedler_CGA_Stirred_48"
"repBC79_Pl2",3.61585553868434,0.954821898618827,101,0.783480198510428,"GAM","WaterControl","Stirred","48","R1","GAM_WaterControl_Stirred_48"
"repBC80_Pl1",2.15235641262862,0.766495203923485,57,0.532359416204341,"Schaedler","CGA","Stirred","48","R2","Schaedler_CGA_Stirred_48"
"repBC80_Pl2",3.57642081183351,0.952696384987657,104,0.77005163637167,"GAM","WaterControl","Stirred","48","R2","GAM_WaterControl_Stirred_48"
"repBC81_Pl1",2.15679934590164,0.803746707426502,48,0.557139590484819,"Schaedler","CGA","Stirred","48","R3","Schaedler_CGA_Stirred_48"
"repBC81_Pl2",3.7042423005419,0.959095550253663,132,0.7586304665375,"GAM","WaterControl","Stirred","48","R3","GAM_WaterControl_Stirred_48"
"repBC82_Pl1",2.36395861040078,0.830644255023528,55,0.589908176118789,"Schaedler","DMSOControl","Stirred","48","R1","Schaedler_DMSOControl_Stirred_48"
"repBC82_Pl2",3.49872922957775,0.944346995530987,105,0.751774610511955,"GAM","FecesOnly","Stirred","48","R1","GAM_FecesOnly_Stirred_48"
"repBC83_Pl1",2.35489234129578,0.829693955364623,48,0.608310530675209,"Schaedler","DMSOControl","Stirred","48","R2","Schaedler_DMSOControl_Stirred_48"
"repBC83_Pl2",3.66948409930994,0.958504320317835,109,0.782181196412648,"GAM","FecesOnly","Stirred","48","R2","GAM_FecesOnly_Stirred_48"
"repBC84_Pl1",2.2314678235002,0.803553905709793,48,0.576427784868981,"Schaedler","DMSOControl","Stirred","48","R3","Schaedler_DMSOControl_Stirred_48"
"repBC84_Pl2",3.66969169687273,0.958637305310486,112,0.777724398578802,"GAM","FecesOnly","Stirred","48","R3","GAM_FecesOnly_Stirred_48"
"repBC85_Pl1",2.02079526711459,0.675844772837653,50,0.516560169587609,"Schaedler","WaterControl","Stirred","48","R1","Schaedler_WaterControl_Stirred_48"
"repBC85_Pl2",3.18250066608256,0.923986073876364,98,0.694116300908929,"mBHI","Quercetin","Static","0","R1","mBHI_Quercetin_Static_0"
"repBC86_Pl1",2.2879053054314,0.807657781586611,52,0.579034215143986,"Schaedler","WaterControl","Stirred","48","R2","Schaedler_WaterControl_Stirred_48"
"repBC86_Pl2",3.11063197503748,0.919175159415769,91,0.68958742132038,"mBHI","Quercetin","Static","0","R2","mBHI_Quercetin_Static_0"
"repBC87_Pl1",2.27234053962984,0.773159117868669,49,0.583876018307679,"Schaedler","WaterControl","Stirred","48","R3","Schaedler_WaterControl_Stirred_48"
"repBC87_Pl2",3.19882274234643,0.925834192935143,104,0.688749679304084,"mBHI","Quercetin","Static","0","R3","mBHI_Quercetin_Static_0"
"repBC88_Pl1",2.15904789515263,0.7259150252662,49,0.554765567207919,"Schaedler","FecesOnly","Stirred","48","R1","Schaedler_FecesOnly_Stirred_48"
"repBC88_Pl2",3.09646168561151,0.920361172431283,79,0.708662007228952,"mBHI","CGA","Static","0","R1","mBHI_CGA_Static_0"
"repBC89_Pl1",1.78738650210325,0.667259474192999,43,0.47521707091452,"Schaedler","FecesOnly","Stirred","48","R2","Schaedler_FecesOnly_Stirred_48"
"repBC89_Pl2",3.20242103794731,0.92668927748585,104,0.689524440877566,"mBHI","CGA","Static","0","R2","mBHI_CGA_Static_0"
"repBC90_Pl1",1.77270810673983,0.629967152583036,43,0.471314487985691,"Schaedler","FecesOnly","Stirred","48","R3","Schaedler_FecesOnly_Stirred_48"
"repBC90_Pl2",3.16991710640915,0.922519840851905,108,0.677024404622704,"mBHI","CGA","Static","0","R3","mBHI_CGA_Static_0"
"repBC91_Pl1",2.71370080435776,0.857779351890328,76,0.62661461492301,"GAM","Quercetin","Static","0","R1","GAM_Quercetin_Static_0"
"repBC91_Pl2",2.9509604954175,0.89112411265574,87,0.660775013057484,"mBHI","DMSOControl","Static","0","R1","mBHI_DMSOControl_Static_0"
"repBC92_Pl1",3.12332737737558,0.922341239679849,75,0.723413080764076,"GAM","Quercetin","Static","0","R2","GAM_Quercetin_Static_0"
"repBC92_Pl2",3.14949940696407,0.924507735284356,95,0.691608377199042,"mBHI","DMSOControl","Static","0","R2","mBHI_DMSOControl_Static_0"
"repBC93_Pl1",3.10069628670486,0.918554392315218,74,0.720411104283868,"GAM","Quercetin","Static","0","R3","GAM_Quercetin_Static_0"
"repBC93_Pl2",3.19293132702281,0.925707922414722,99,0.694852676569315,"mBHI","DMSOControl","Static","0","R3","mBHI_DMSOControl_Static_0"
"repBC94_Pl1",3.08374310495679,0.917340125397162,66,0.736037524530067,"GAM","CGA","Static","0","R1","GAM_CGA_Static_0"
"repBC94_Pl2",3.06184218214451,0.916384345699006,82,0.694812174396028,"mBHI","WaterControl","Static","0","R1","mBHI_WaterControl_Static_0"
"repBC95_Pl1",3.32083399049595,0.936227009000638,86,0.745526509190035,"GAM","CGA","Static","0","R2","GAM_CGA_Static_0"
"repBC95_Pl2",3.20775589566378,0.930181142651528,88,0.716442838361182,"mBHI","WaterControl","Static","0","R2","mBHI_WaterControl_Static_0"
"repBC96_Pl1",3.19681794208199,0.926741887258559,80,0.729529555294431,"GAM","CGA","Static","0","R3","GAM_CGA_Static_0"
"repBC96_Pl2",3.09115692423727,0.920102640475254,86,0.693964057727874,"mBHI","WaterControl","Static","0","R3","mBHI_WaterControl_Static_0"
