sample_id	treatment	condition	medium	time	stirred	replicate
repBC10_Pl2	Quercetin	case	GAM	0	Stirred	R1
repBC11_Pl2	Quercetin	case	GAM	0	Stirred	R2
repBC12_Pl2	Quercetin	case	GAM	0	Stirred	R3
repBC16_Pl2	DMSOControl	ctrl	GAM	0	Stirred	R1
repBC17_Pl2	DMSOControl	ctrl	GAM	0	Stirred	R2
repBC18_Pl2	DMSOControl	ctrl	GAM	0	Stirred	R3
