sample_id	treatment	condition	medium	time	stirred	replicate
repBC34_Pl3	Quercetin	case	mBHI	24	Stirred	R1
repBC35_Pl3	Quercetin	case	mBHI	24	Stirred	R2
repBC36_Pl3	Quercetin	case	mBHI	24	Stirred	R3
repBC40_Pl3	DMSOControl	ctrl	mBHI	24	Stirred	R1
repBC41_Pl3	DMSOControl	ctrl	mBHI	24	Stirred	R2
repBC42_Pl3	DMSOControl	ctrl	mBHI	24	Stirred	R3
