sample,size_factor
repBC40_Pl2,1.5550256477851545
repBC41_Pl2,1.7771105103562321
repBC42_Pl2,0.26192745949766744
repBC46_Pl2,1.3120204173018428
repBC47_Pl2,0.6383304984663564
repBC48_Pl2,1.6988430487363824
