sample_id	treatment	condition	medium	time	stirred	replicate
repBC37_Pl3	CGA	case	mBHI	24	Stirred	R1
repBC38_Pl3	CGA	case	mBHI	24	Stirred	R2
repBC39_Pl3	CGA	case	mBHI	24	Stirred	R3
repBC43_Pl3	WaterControl	ctrl	mBHI	24	Stirred	R1
repBC44_Pl3	WaterControl	ctrl	mBHI	24	Stirred	R2
repBC45_Pl3	WaterControl	ctrl	mBHI	24	Stirred	R3
