sample,size_factor
repBC22_Pl3,1.0763418353027445
repBC23_Pl3,0.9352664276499065
repBC24_Pl3,1.47162848053698
repBC28_Pl3,1.1804738566538158
repBC29_Pl3,0.6555536773016589
repBC30_Pl3,0.9229471757482806
