sample,size_factor
repBC91_Pl1,0.9814489544832182
repBC92_Pl1,0.6796009688593934
repBC93_Pl1,0.7399335122829358
repBC01_Pl2,2.325113366184615
repBC02_Pl2,0.6885527394807598
repBC03_Pl2,1.3959211317703453
