sample,size_factor
repBC19_Pl1,1.608872175056816
repBC20_Pl1,0.8213066826179504
repBC21_Pl1,1.5802635150135895
repBC25_Pl1,1.7856383069188702
repBC26_Pl1,0.23039615869156393
repBC27_Pl1,1.1155209290622636
