sample,size_factor
repBC94_Pl1,0.43382481625009406
repBC95_Pl1,0.723973130421652
repBC96_Pl1,0.5553436473439407
repBC04_Pl2,1.867735568136556
repBC05_Pl2,2.315290934601202
repBC06_Pl2,1.3669338232471855
